domain_index,orientation,z_start_um,z_end_um,length_um
0.0,1.0,0.0,0.5,0.5
1.0,-1.0,0.5,15.399410673983054,14.899410673983054
2.0,1.0,15.399410673983054,15.973967209919211,0.5745565359361571
3.0,-1.0,15.973967209919211,30.798821347966108,14.824854138046897
4.0,1.0,30.798821347966108,45.69823202194916,14.899410673983052
5.0,-1.0,45.69823202194916,46.19823202194916,0.5
6.0,1.0,46.19823202194916,61.09177688148118,14.893544859532021
7.0,-1.0,61.09177688148118,61.597642695932215,0.5058658144510346
8.0,1.0,61.597642695932215,76.49705283213099,14.899410136198775
9.0,-1.0,76.49705283213099,76.99705336991526,0.500000537784274
10.0,1.0,76.99705336991526,91.88639360981315,14.88934023989789
11.0,-1.0,91.88639360981315,92.39646404389832,0.510070434085165
12.0,1.0,92.39646404389832,106.43884987925814,14.042385835359823
13.0,-1.0,106.43884987925814,107.79587471788138,1.3570248386232322
14.0,1.0,107.79587471788138,108.83933808343261,1.0434633655512329
15.0,-1.0,108.83933808343261,123.19528539186443,14.355947308431823
16.0,1.0,123.19528539186443,127.20078752626388,4.00550213439945
17.0,-1.0,127.20078752626388,138.59469606584747,11.393908539583592
18.0,1.0,138.59469606584747,152.94446343240637,14.349767366558893
19.0,-1.0,152.94446343240637,153.99410673983053,1.0496433074241622
20.0,1.0,153.99410673983053,168.86667211729673,14.872565377466202
21.0,-1.0,168.86667211729673,169.39351741381358,0.5268452965168535
22.0,1.0,169.39351741381358,184.2897713623909,14.89625394857731
23.0,-1.0,184.2897713623909,184.79292808779664,0.503156725405745
24.0,1.0,184.79292808779664,199.6923387617797,14.899410673983056
25.0,-1.0,199.6923387617797,200.1923387617797,0.5
26.0,1.0,200.1923387617797,203.7291625088289,3.5368237470491977
27.0,-1.0,203.7291625088289,215.59174943576275,11.862586926933858
28.0,1.0,215.59174943576275,230.10821099218202,14.516461556419273
29.0,-1.0,230.10821099218202,230.9911601097458,0.8829491175637827
30.0,1.0,230.9911601097458,239.79364058729212,8.802480477546311
31.0,-1.0,239.79364058729212,246.39057078372886,6.596930196436745
32.0,1.0,246.39057078372886,247.4994873794423,1.1089165957134242
33.0,-1.0,247.4994873794423,261.7899814577119,14.290494078269631
34.0,1.0,261.7899814577119,262.2902471649726,0.5002657072606667
35.0,-1.0,262.2902471649726,277.18939213169494,14.89914496672236
36.0,1.0,277.18939213169494,289.080711807714,11.891319676019066
37.0,-1.0,289.080711807714,292.588802805678,3.5080909979639614
38.0,1.0,292.58880280567803,294.23352718310474,1.6447243774267122
39.0,-1.0,294.23352718310474,307.98821347966106,13.754686296556315
40.0,1.0,307.98821347966106,309.7759576400943,1.787744160433249
41.0,-1.0,309.7759576400943,323.3876241536441,13.611666513549778
42.0,1.0,323.38762415364414,333.857266584391,10.469642430746887
43.0,-1.0,333.857266584391,338.78703482762717,4.92976824323614
44.0,1.0,338.78703482762717,353.07710746913517,14.290072641508004
45.0,-1.0,353.07710746913517,354.1864455016102,1.1093380324750228
46.0,1.0,354.18644550161025,358.75849766043297,4.572052158822714
47.0,-1.0,358.75849766043297,369.5858561755933,10.827358515160313
48.0,1.0,369.5858561755933,384.4852668495763,14.899410673983027
49.0,-1.0,384.4852668495763,384.9852668495763,0.5
50.0,1.0,384.98526684957636,395.0768246364929,10.091557786916553
51.0,-1.0,395.0768246364929,400.3846775235594,5.307852887066474
52.0,1.0,400.3846775235594,403.76902522977804,3.384347706218648
53.0,-1.0,403.76902522977804,415.7840881975424,12.01506296776438
54.0,1.0,415.7840881975425,424.04056681193214,8.256478614389664
55.0,-1.0,424.04056681193214,431.1834988715255,7.142932059593363
56.0,1.0,431.1834988715255,432.7080331630597,1.5245342915342235
57.0,-1.0,432.7080331630597,446.5829095455085,13.874876382448804
58.0,1.0,446.5829095455086,459.23612806030974,12.653218514801154
59.0,-1.0,459.23612806030974,461.9823202194916,2.7461921591818736
60.0,1.0,461.9823202194916,470.54853717040953,8.56621695091792
61.0,-1.0,470.54853717040953,477.38173089347464,6.833193723065108
62.0,1.0,477.3817308934747,484.83634926845593,7.454618374981237
63.0,-1.0,484.83634926845593,492.7811415674577,7.94479229900179
64.0,1.0,492.7811415674577,493.5861644295408,0.8050228620830921
65.0,-1.0,493.5861644295408,508.18055224144075,14.594387811899935
66.0,1.0,508.18055224144075,513.56532111876,5.3847688773192885
67.0,-1.0,513.56532111876,523.5799629154238,10.014641796663796
68.0,1.0,523.5799629154238,533.6126773001088,10.032714384684937
69.0,-1.0,533.6126773001088,538.9793735894069,5.366696289298147
70.0,1.0,538.9793735894069,544.2043327396578,5.224959150250925
71.0,-1.0,544.2043327396578,554.37878426339,10.17445152373216
72.0,1.0,554.3787842633899,564.5227000607233,10.14391579733342
73.0,-1.0,564.5227000607233,569.778194937373,5.255494876649664
74.0,1.0,569.778194937373,580.0221015300045,10.24390659263156
75.0,-1.0,580.0221015300045,585.1776056113561,5.155504081351523
76.0,1.0,585.1776056113561,590.0507640914897,4.873158480133611
77.0,-1.0,590.0507640914897,600.5770162853391,10.526252193849473
78.0,1.0,600.5770162853391,608.7256887156001,8.148672430260945
79.0,-1.0,608.7256887156001,615.9764269593222,7.2507382437221395
80.0,1.0,615.9764269593221,621.2411185365181,5.264691577196004
81.0,-1.0,621.2411185365181,631.3758376333052,10.13471909678708
82.0,1.0,631.3758376333052,639.6145113191203,8.238673685815115
83.0,-1.0,639.6145113191203,646.7752483072883,7.160736988167969
84.0,1.0,646.7752483072883,656.5243240760278,9.749075768739544
85.0,-1.0,656.5243240760278,662.1746589812714,5.65033490524354
86.0,1.0,662.1746589812714,668.8704516390937,6.6957926578223805
87.0,-1.0,668.8704516390937,677.5740696552544,8.703618016160704
88.0,1.0,677.5740696552543,684.1587465559575,6.58467690070313
89.0,-1.0,684.1587465559575,692.9734803292374,8.814733773279954
90.0,1.0,692.9734803292374,702.4049435849224,9.431463255685003
91.0,-1.0,702.4049435849224,708.3728910032205,5.967947418298081
92.0,1.0,708.3728910032205,716.2959916779744,7.923100674753869
93.0,-1.0,716.2959916779744,723.7723016772036,7.4763099992292155
94.0,1.0,723.7723016772036,730.8980585208733,7.125756843669706
95.0,-1.0,730.8980585208733,739.1717123511867,8.273653830313378
96.0,1.0,739.1717123511866,747.2463066779151,8.074594326728516
97.0,-1.0,747.2463066779151,754.5711230251696,7.324816347254568
98.0,1.0,754.5711230251696,760.8892267584054,6.318103733235716
99.0,-1.0,760.8892267584054,769.9705336991527,9.081306940747368
100.0,1.0,769.9705336991527,777.7084246022514,7.737890903098673
101.0,-1.0,777.7084246022514,785.3699443731358,7.661519770884411
102.0,1.0,785.3699443731357,793.0314641440201,7.661519770884411
103.0,-1.0,793.0314641440201,800.7693550471188,7.737890903098673
104.0,1.0,800.7693550471188,809.8506619878661,9.081306940747368
105.0,-1.0,809.8506619878661,816.1687657211019,6.318103733235716
106.0,1.0,816.1687657211019,823.4935820683563,7.324816347254455
107.0,-1.0,823.4935820683563,831.568176395085,8.07459432672863
108.0,1.0,831.568176395085,839.8418302253983,8.273653830313378
109.0,-1.0,839.8418302253983,846.967587069068,7.125756843669706
110.0,1.0,846.9675870690679,854.4438970682971,7.4763099992292155
111.0,-1.0,854.4438970682971,862.366997743051,7.923100674753869
112.0,1.0,862.366997743051,868.3349451613491,5.967947418298081
113.0,-1.0,868.3349451613491,877.7664084170341,9.431463255685003
114.0,1.0,877.7664084170341,886.5811421903139,8.81473377327984
115.0,-1.0,886.5811421903139,893.1658190910172,6.5846769007032435
116.0,1.0,893.1658190910172,901.8694371071779,8.703618016160704
117.0,-1.0,901.8694371071779,908.5652297650003,6.6957926578223805
118.0,1.0,908.5652297650001,914.2155646702436,5.650334905243426
119.0,-1.0,914.2155646702436,923.9646404389832,9.749075768739658
120.0,1.0,923.9646404389832,931.1253774271512,7.160736988167969
121.0,-1.0,931.1253774271512,939.3640511129663,8.238673685815115
122.0,1.0,939.3640511129663,949.4987702097534,10.13471909678708
123.0,-1.0,949.4987702097534,954.7634617869494,5.264691577196004
124.0,1.0,954.7634617869494,962.0142000306715,7.2507382437221395
125.0,-1.0,962.0142000306715,970.1628724609325,8.148672430260945
126.0,1.0,970.1628724609324,980.6891246547817,10.52625219384936
127.0,-1.0,980.6891246547817,985.5622831349154,4.873158480133725
128.0,1.0,985.5622831349154,990.717787216267,5.155504081351523
129.0,-1.0,990.717787216267,1000.9616938088985,10.24390659263156
130.0,1.0,1000.9616938088985,1006.2171886855482,5.255494876649664
131.0,-1.0,1006.2171886855482,1016.3611044828816,10.14391579733342
132.0,1.0,1016.3611044828815,1026.5355560066137,10.17445152373216
133.0,-1.0,1026.5355560066137,1031.7605151568646,5.224959150250925
134.0,1.0,1031.7605151568646,1037.1272114461626,5.366696289298034
135.0,-1.0,1037.1272114461626,1047.1599258308477,10.03271438468505
136.0,1.0,1047.1599258308477,1057.1745676275114,10.014641796663682
137.0,-1.0,1057.1745676275114,1062.5593365048308,5.384768877319402
138.0,1.0,1062.5593365048308,1077.1537243167306,14.594387811899878
139.0,-1.0,1077.1537243167306,1077.9587471788138,0.8050228620832058
140.0,1.0,1077.9587471788138,1085.9035394778157,7.944792299001847
141.0,-1.0,1085.9035394778157,1093.358157852797,7.454618374981237
142.0,1.0,1093.358157852797,1100.191351575862,6.833193723065051
143.0,-1.0,1100.191351575862,1108.75756852678,8.566216950918033
144.0,1.0,1108.7575685267798,1111.5037606859617,2.7461921591818736
145.0,-1.0,1111.5037606859617,1124.1569792007629,12.65321851480121
146.0,1.0,1124.1569792007629,1138.0318555832116,13.874876382448747
147.0,-1.0,1138.0318555832116,1139.556389874746,1.5245342915343372
148.0,1.0,1139.556389874746,1146.6993219343394,7.142932059593477
149.0,-1.0,1146.6993219343394,1154.955800548729,8.256478614389607
150.0,1.0,1154.955800548729,1166.9708635164934,12.01506296776438
151.0,-1.0,1166.9708635164934,1170.3552112227121,3.384347706218705
152.0,1.0,1170.3552112227121,1175.6630641097786,5.307852887066474
153.0,-1.0,1175.6630641097786,1185.7546218966952,10.09155778691661
154.0,1.0,1185.7546218966952,1186.2546218966952,0.5
155.0,-1.0,1186.2546218966952,1201.1540325706783,14.899410673983084
156.0,1.0,1201.1540325706783,1211.9813910858386,10.827358515160313
157.0,-1.0,1211.9813910858386,1216.5534432446614,4.572052158822771
158.0,1.0,1216.5534432446614,1217.6627812771364,1.1093380324750797
159.0,-1.0,1217.6627812771364,1231.9528539186445,14.290072641508004
160.0,1.0,1231.9528539186442,1236.8826221618804,4.92976824323614
161.0,-1.0,1236.8826221618804,1247.3522645926273,10.469642430746944
162.0,1.0,1247.3522645926273,1260.9639311061771,13.611666513549835
163.0,-1.0,1260.9639311061771,1262.7516752666104,1.787744160433249
164.0,1.0,1262.7516752666104,1276.5063615631668,13.754686296556429
165.0,-1.0,1276.5063615631668,1278.1510859405935,1.6447243774266553
166.0,1.0,1278.1510859405935,1281.6591769385575,3.5080909979640182
167.0,-1.0,1281.6591769385575,1293.5504966145766,11.891319676019066
168.0,1.0,1293.5504966145766,1308.449641581299,14.89914496672236
169.0,-1.0,1308.449641581299,1308.9499072885596,0.5002657072607235
170.0,1.0,1308.9499072885596,1323.2404013668292,14.290494078269603
171.0,-1.0,1323.2404013668292,1324.3493179625427,1.108916595713481
172.0,1.0,1324.3493179625427,1330.9462481589794,6.596930196436688
173.0,-1.0,1330.9462481589794,1339.7487286365258,8.802480477546396
174.0,1.0,1339.7487286365256,1340.6316777540894,0.8829491175638395
175.0,-1.0,1340.6316777540894,1355.1481393105087,14.516461556419245
176.0,1.0,1355.1481393105087,1367.0107262374424,11.862586926933773
177.0,-1.0,1367.0107262374424,1370.5475499844918,3.5368237470493114
178.0,1.0,1370.5475499844918,1371.0475499844918,0.5
