domain_index,orientation,z_start_um,z_end_um,length_um
0.0,1.0,0.0,15.00037043769857,15.00037043769857
1.0,-1.0,15.00037043769857,15.50037043769857,0.5
2.0,1.0,15.50037043769857,30.344620222175607,14.844249784477038
3.0,-1.0,30.344620222175607,31.00074087539714,0.6561206532215316
4.0,1.0,31.00074087539714,46.001111313095706,15.000370437698567
5.0,-1.0,46.001111313095706,46.501111313095706,0.5
6.0,1.0,46.501111313095706,51.311621105192366,4.81050979209666
7.0,-1.0,51.311621105192366,62.00148175079428,10.689860645601911
8.0,1.0,62.00148175079428,62.618254741362556,0.6167729905682791
9.0,-1.0,62.618254741362556,77.50185218849285,14.883597447130292
10.0,1.0,77.50185218849285,86.4248250123216,8.922972823828758
11.0,-1.0,86.4248250123216,93.00222262619141,6.577397613869806
12.0,1.0,93.00222262619141,93.84896870900053,0.8467460828091191
13.0,-1.0,93.84896870900053,108.50259306388998,14.653624354889445
14.0,1.0,108.50259306388999,109.02786831031347,0.525275246423476
15.0,-1.0,109.02786831031347,124.00296350158855,14.975095191275088
16.0,1.0,124.00296350158855,133.24515927772828,9.242195776139724
17.0,-1.0,133.24515927772828,139.50333393928713,6.258174661558854
18.0,1.0,139.50333393928713,150.12656902316556,10.623235083878427
19.0,-1.0,150.12656902316556,155.0037043769857,4.877135353820137
20.0,1.0,155.0037043769857,155.5037043769857,0.5
21.0,-1.0,155.5037043769857,170.50407481468426,15.000370437698564
22.0,1.0,170.50407481468426,171.60696930098004,1.1028944862957815
23.0,-1.0,171.60696930098004,186.00444525238282,14.397475951402782
24.0,1.0,186.00444525238282,187.2430742676639,1.2386290152810773
25.0,-1.0,187.2430742676639,201.5048156900814,14.261741422417487
26.0,1.0,201.5048156900814,202.16769875383665,0.6628830637552596
27.0,-1.0,202.16769875383665,217.00518612777995,14.837487373943304
28.0,1.0,217.00518612777998,220.50956318007903,3.5043770522990485
29.0,-1.0,220.50956318007903,232.50555656547854,11.995993385399515
30.0,1.0,232.50555656547854,233.69166566824615,1.1861091027676025
31.0,-1.0,233.69166566824615,248.0059270031771,14.314261334930961
32.0,1.0,248.0059270031771,248.5059270031771,0.5
33.0,-1.0,248.5059270031771,263.5062974408757,15.000370437698592
34.0,1.0,263.5062974408757,264.0062974408757,0.5
35.0,-1.0,264.0062974408757,279.00666787857426,15.000370437698564
36.0,1.0,279.00666787857426,279.699796121417,0.6931282428427608
37.0,-1.0,279.699796121417,294.5070383162728,14.807242194855803
38.0,1.0,294.5070383162728,308.1696275847055,13.662589268432669
39.0,-1.0,308.1696275847055,310.0074087539714,1.8377811692658952
40.0,1.0,310.0074087539714,311.32001749315447,1.3126087391830765
41.0,-1.0,311.32001749315447,325.50777919166995,14.187761698515487
42.0,1.0,325.50777919166995,326.0195767391432,0.5117975474732361
43.0,-1.0,326.0195767391432,341.0081496293685,14.988572890225328
44.0,1.0,341.0081496293685,354.550910350573,13.542760721204502
45.0,-1.0,354.550910350573,356.5085200670671,1.957609716494062
46.0,1.0,356.5085200670671,357.00856377955654,0.5000437124894574
47.0,-1.0,357.00856377955654,372.00889050476565,15.000326725209106
48.0,1.0,372.00889050476565,372.7531015017507,0.7442109969850321
49.0,-1.0,372.7531015017507,387.5092609424642,14.756159440713532
50.0,1.0,387.5092609424642,388.0386258283715,0.5293648859072846
51.0,-1.0,388.0386258283715,403.0096313801628,14.97100555179128
52.0,1.0,403.0096313801628,404.0644860956638,1.054854715501051
53.0,-1.0,404.0644860956638,418.51000181786134,14.445515722197513
54.0,1.0,418.5100018178614,420.8107564718738,2.300754654012394
55.0,-1.0,420.8107564718738,434.01037225555996,13.19961578368617
56.0,1.0,434.01037225555996,434.51037225555996,0.5
57.0,-1.0,434.51037225555996,449.5107426932585,15.000370437698564
58.0,1.0,449.5107426932585,451.3115458639963,1.8008031707377654
59.0,-1.0,451.3115458639963,465.0111131309571,13.699567266960798
60.0,1.0,465.0111131309571,465.51206860870025,0.5009554777431617
61.0,-1.0,465.51206860870025,480.51148356865565,14.999414959955402
62.0,1.0,480.51148356865565,483.4649865321099,2.953502963454241
63.0,-1.0,483.4649865321099,496.0118540063542,12.546867474244323
64.0,1.0,496.0118540063542,496.5118540063542,0.5
65.0,-1.0,496.5118540063542,511.5122244440528,15.000370437698564
66.0,1.0,511.5122244440528,513.724250281435,2.2120258373822708
67.0,-1.0,513.724250281435,527.0125948817514,13.28834460031635
68.0,1.0,527.0125948817514,530.0828831926572,3.0702883109057666
69.0,-1.0,530.0828831926572,542.51296531945,12.430082126792854
70.0,1.0,542.5129653194499,543.1552278297963,0.642262510346427
71.0,-1.0,543.1552278297963,558.0133357571485,14.858107927352194
72.0,1.0,558.0133357571485,559.5411748358983,1.527839078749821
73.0,-1.0,559.5411748358983,573.5137061948471,13.9725313589488
74.0,1.0,573.513706194847,574.072144553833,0.5584383589859954
75.0,-1.0,574.072144553833,589.0140766325457,14.941932078712625
76.0,1.0,589.0140766325457,589.5140766325457,0.5
77.0,-1.0,589.5140766325457,604.5144470702443,15.00037043769862
78.0,1.0,604.5144470702442,605.6008255010482,1.086378430804075
