period_index,position_mm,duty_cycle
0.0,0.0,0.03246958005968214
1.0,0.015399410673983054,0.053145009478810776
2.0,0.030798821347966108,0.9667132314660449
3.0,0.04619823202194916,0.9675312250198809
4.0,0.061597642695932216,0.7726034945803463
5.0,0.07699705336991526,0.05124112960853152
6.0,0.09239646404389831,0.10782334425270448
7.0,0.10779587471788138,0.03643892838788981
8.0,0.12319528539186443,0.0324687749801191
9.0,0.13859469606584748,0.0324687749801191
10.0,0.15399410673983052,0.780689307810749
11.0,0.1693935174138136,0.0342957742043064
12.0,0.18479292808779663,0.05871807289678462
13.0,0.2001923387617797,0.03402403745443981
14.0,0.21559174943576276,0.9163200019099296
15.0,0.2309911601097458,0.6609447504595324
16.0,0.24639057078372886,0.23025814551788834
17.0,0.26178998145771193,0.032828369688544204
18.0,0.27718939213169497,0.0324687749801191
19.0,0.292588802805678,0.03297340532484725
20.0,0.30798821347966104,0.7218074978510389
21.0,0.32338762415364414,0.5117282462174777
22.0,0.3387870348276272,0.035598199905337344
23.0,0.35418644550161027,0.1015568270172126
24.0,0.36958585617559325,0.8988667518167655
25.0,0.38498526684957635,0.33667116051813495
26.0,0.4003846775235594,0.8194139074050716
27.0,0.4157840881975425,0.43216139419290084
28.0,0.4311834988715255,0.6285005086058835
29.0,0.4465829095455086,0.04488658291375462
30.0,0.4619823202194916,0.24997098782248992
31.0,0.4773817308934747,0.7364556734939562
32.0,0.4927811415674577,0.5268083981477356
33.0,0.5081805522414408,0.35286213517110865
34.0,0.5235799629154239,0.9653031499887239
35.0,0.538979373589407,0.5303538209939049
36.0,0.5543787842633899,0.49210347986758796
37.0,0.569778194937373,0.41349811443925916
38.0,0.585177605611356,0.727422019757264
39.0,0.6005770162853391,0.5346466442128636
40.0,0.6159764269593221,0.2798796700889812
41.0,0.6313758376333052,0.5328570420325213
42.0,0.6467752483072883,0.5214566392821904
43.0,0.6621746589812714,0.42938573524574364
44.0,0.6775740696552544,0.4877227687854194
45.0,0.6929734803292374,0.6539777147774147
46.0,0.7083728910032205,0.5210093153298191
47.0,0.7237723016772036,0.4452082331061603
48.0,0.7391717123511865,0.467361610601557
49.0,0.7545711230251696,0.48176426275300505
50.0,0.7699705336991527,0.43652576208387667
51.0,0.7853699443731357,0.5634742379161233
52.0,0.8007693550471188,0.518235737246995
53.0,0.8161687657211019,0.532638389398443
54.0,0.831568176395085,0.5547917668938397
55.0,0.8469675870690679,0.4789906846701809
56.0,0.862366997743051,0.34602228522258527
57.0,0.8777664084170341,0.5122772312145806
58.0,0.8931658190910172,0.5706142647542564
59.0,0.9085652297650001,0.47854336071780956
60.0,0.9239646404389832,0.46714295796747873
61.0,0.9393640511129663,0.7201203299110188
62.0,0.9547634617869494,0.46535335578713644
63.0,0.9701628724609324,0.27257798024273605
64.0,0.9855622831349155,0.5865018855607409
65.0,1.0009616938088985,0.507896520132412
66.0,1.0163611044828815,0.46964617900609507
67.0,1.0317605151568645,0.03469685001127609
68.0,1.0471599258308477,0.6471378648288914
69.0,1.0625593365048307,0.4731916018522644
70.0,1.077958747178814,0.26354432650604376
71.0,1.0933581578527969,0.7500290121775101
72.0,1.1087575685267799,0.9551134170862454
73.0,1.1241569792007629,0.37149949139411653
74.0,1.139556389874746,0.5678386058070992
75.0,1.154955800548729,0.18058609259492842
76.0,1.170355211222712,0.663328839481865
77.0,1.1857546218966952,0.10113324818323455
78.0,1.2011540325706782,0.8984431729827874
79.0,1.2165534432446614,0.9644018000946627
80.0,1.2319528539186442,0.4882717537825223
81.0,1.2473522645926274,0.2781925021489611
82.0,1.2627516752666104,0.9670265946751527
83.0,1.2781510859405936,0.9675312250198809
84.0,1.2935504966145766,0.9671716303114558
85.0,1.3089499072885595,0.7697418544821116
86.0,1.3243493179625427,0.3390552495404676
87.0,1.3397487286365255,0.08367999809007043
88.0,1.3551481393105087,0.9659759625455602
89.0,1.3705475499844917,0.9412819271032153
90.0,1.385946960658475,0.9657042257956936
91.0,1.4013463713324579,0.21931069218925103
92.0,1.416745782006441,0.9675312250198809
93.0,1.432145192680424,0.9675312250198809
94.0,1.4475446033544073,0.9635610716121101
95.0,1.46294401402839,0.8921766557472955
96.0,1.478343424702373,0.9487588703914684
97.0,1.4937428353763562,0.22739650541965373
98.0,1.5091422460503392,0.03246877498011913
99.0,1.5245416567243224,0.03328676853395507
100.0,1.5399410673983054,0.9468549905211893
101.0,1.5553404780722886,0.9675304199403179
