signal_nm,fixed_idler_display_nm,pump_from_energy_nm,pmf2_norm,pump_amp_norm,f2_norm
1270.2099999999998,1569.2018340265377,701.9819519355498,5.917009688528026e-05,2.462728318106717e-10,3.588798541851613e-24
1270.2199999999998,1569.2018340265377,701.9850061484592,5.873134441818307e-05,2.490652799270135e-10,3.643427351064352e-24
1270.2299999999998,1569.2018340265377,701.9880603398559,5.8293119005569294e-05,2.518886473140428e-10,3.698692889509203e-24
1270.2399999999998,1569.2018340265377,701.9911145097399,5.7855445730591055e-05,2.547432677137436e-10,3.754598182614303e-24
1270.2499999999998,1569.2018340265377,701.9941686581114,5.741834969495658e-05,2.5762947837324963e-10,3.8111461661575644e-24
1270.2599999999998,1569.2018340265377,701.997222784971,5.69818560266469e-05,2.6054762008026944e-10,3.868339684483475e-24
1270.2699999999998,1569.2018340265377,702.0002768903184,5.654598987387929e-05,2.6349803719882464e-10,3.926181487871401e-24
1270.2799999999997,1569.2018340265377,702.0033309741542,5.6110776398912625e-05,2.6648107770633993e-10,3.98467422991045e-24
1270.2899999999997,1569.2018340265377,702.0063850364785,5.567624079489559e-05,2.694970932300019e-10,4.0438204665035396e-24
1270.2999999999997,1569.2018340265377,702.0094390772916,5.524240826468624e-05,2.725464390841348e-10,4.103622652283496e-24
1270.3099999999997,1569.2018340265377,702.0124930965937,5.480930403187242e-05,2.7562947430738564e-10,4.164083139309903e-24
1270.3199999999997,1569.2018340265377,702.0155470943849,5.437695333527749e-05,2.787465617008325e-10,4.225204174674045e-24
1270.3299999999997,1569.2018340265377,702.0186010706655,5.394538143167461e-05,2.8189806786636827e-10,4.2869878987684325e-24
1270.3399999999997,1569.2018340265377,702.021655025436,5.3514613592748655e-05,2.850843632457076e-10,4.3494363432030306e-24
1270.3499999999997,1569.2018340265377,702.0247089586961,5.3084675103245505e-05,2.8830582215785764e-10,4.4125514288142025e-24
1270.3599999999997,1569.2018340265377,702.0277628704464,5.265559125858563e-05,2.915628228404293e-10,4.476334963804392e-24
1270.3699999999997,1569.2018340265377,702.030816760687,5.2227387371870746e-05,2.9485574748834945e-10,4.5407886426787455e-24
1270.3799999999997,1569.2018340265377,702.0338706294183,5.180008876531565e-05,2.981849822944194e-10,4.605914044029835e-24
1270.3899999999996,1569.2018340265377,702.0369244766404,5.137372076959948e-05,3.0155091748951074e-10,4.6717126290344095e-24
1270.3999999999996,1569.2018340265377,702.0399783023532,5.0948308725622e-05,3.0495394738365904e-10,4.7381857403034874e-24
1270.4099999999996,1569.2018340265377,702.0430321065575,5.052387798528628e-05,3.0839447040821354e-10,4.805334600813873e-24
1270.4199999999996,1569.2018340265377,702.0460858892533,5.0100453905702946e-05,3.118728891566045e-10,4.873160312296923e-24
1270.4299999999996,1569.2018340265377,702.0491396504408,4.9678061853830625e-05,3.1538961042679035e-10,4.941663854781312e-24
1270.4399999999996,1569.2018340265377,702.0521933901201,4.92567271990511e-05,3.189450452639862e-10,5.0108460851271246e-24
1270.4499999999996,1569.2018340265377,702.0552471082915,4.8836475318328125e-05,3.225396090038273e-10,5.080707736941489e-24
1270.4599999999996,1569.2018340265377,702.0583008049555,4.8417331591471465e-05,3.26173721316097e-10,5.151249419699615e-24
1270.4699999999996,1569.2018340265377,702.0613544801121,4.7999321402144617e-05,3.298478062475193e-10,5.222471618576e-24
1270.4799999999996,1569.2018340265377,702.0644081337614,4.7582470135745905e-05,3.335622922668597e-10,5.294374694207341e-24
1270.4899999999996,1569.2018340265377,702.0674617659038,4.7166803181333686e-05,3.3731761230981096e-10,5.3669588830829156e-24
1270.4999999999995,1569.2018340265377,702.0705153765396,4.675234592463628e-05,3.4111420382390606e-10,5.44022429714574e-24
1270.5099999999995,1569.2018340265377,702.0735689656688,4.633912375397755e-05,3.4495250881369225e-10,5.5141709250616755e-24
1270.5199999999995,1569.2018340265377,702.0766225332917,4.592716205446091e-05,3.488329738876457e-10,5.5887986324528814e-24
1270.5299999999995,1569.2018340265377,702.0796760794085,4.551648621029097e-05,3.5275605030398227e-10,5.6641071632750075e-24
1270.5399999999995,1569.2018340265377,702.0827296040197,4.510712160512993e-05,3.5672219401849007e-10,5.740096141321184e-24
1270.5499999999995,1569.2018340265377,702.0857831071254,4.4699093612771764e-05,3.60731865730645e-10,5.8167650707085944e-24
1270.5599999999995,1569.2018340265377,702.0888365887255,4.42924276054244e-05,3.647855309322135e-10,5.89411333893248e-24
1270.5699999999995,1569.2018340265377,702.0918900488206,4.388714894998081e-05,3.688836599563792e-10,5.9721402187700666e-24
1270.5799999999995,1569.2018340265377,702.0949434874108,4.348328300751115e-05,3.730267280252218e-10,6.0508448708550224e-24
1270.5899999999995,1569.2018340265377,702.0979969044964,4.30808551247675e-05,3.772152152999195e-10,6.1302263455535814e-24
1270.5999999999995,1569.2018340265377,702.1010503000774,4.2679890648395526e-05,3.814496069296173e-10,6.2102835883170904e-24
1270.6099999999994,1569.2018340265377,702.1041036741542,4.2280414910048744e-05,3.8573039310309507e-10,6.291015441466986e-24
