signal_nm,phi2_fixed_idler_norm,pump2_norm,f2_norm
1.281250000000000000e+03,6.205293665201295486e-04,3.390711112509925942e-22,2.104122954402453764e-25
1.281268749999999955e+03,6.194797720221107730e-04,3.610901045171313108e-22,2.236972793523677609e-25
1.281287499999999909e+03,6.184100813718482886e-04,3.845228796108608992e-22,2.378026731271306525e-25
1.281306250000000091e+03,6.173204272953256196e-04,4.094591572266253283e-22,2.527779699120766768e-25
1.281325000000000045e+03,6.162109443628409214e-04,4.359942835923158663e-22,2.686755755920379246e-25
1.281343750000000000e+03,6.150817689287682750e-04,4.642295788309557157e-22,2.855509757413972141e-25
1.281362499999999955e+03,6.139330391573671192e-04,4.942727066024900657e-22,3.034629119090927571e-25
1.281381249999999909e+03,6.127648949724725591e-04,5.262380663363453978e-22,3.224735676883421556e-25
1.281400000000000091e+03,6.115774780532939750e-04,5.602472093951287850e-22,3.426487651405181035e-25
1.281418750000000045e+03,6.103709318182773229e-04,5.964292806239580183e-22,3.640581721143611347e-25
1.281437500000000000e+03,6.091454013909008329e-04,6.349214868105258135e-22,3.867755210394234191e-25
1.281456249999999955e+03,6.079010335967537353e-04,6.758695936678645960e-22,4.108788398357667102e-25
1.281474999999999909e+03,6.066379769383737708e-04,7.194284530616607558e-22,4.364506955645063409e-25
1.281493750000000091e+03,6.053563815700149873e-04,7.657625622905921681e-22,4.635784515088807472e-25
1.281512500000000045e+03,6.040563992866203194e-04,8.150466573472381926e-22,4.923545384187183914e-25
1.281531250000000000e+03,6.027381834977946651e-04,8.674663421993603504e-22,5.228767406556860167e-25
1.281549999999999955e+03,6.014018892039479924e-04,9.232187562325257407e-22,5.552484980353148872e-25
1.281568749999999909e+03,6.000476729955764050e-04,9.825132821673269299e-22,5.895792242404902202e-25
1.281587500000000091e+03,5.986756930025990010e-04,1.045572296830195002e-21,6.259846425949795143e-25
1.281606250000000045e+03,5.972861089014702392e-04,1.112631967390148714e-21,6.645871402499984277e-25
1.281625000000000000e+03,5.958790818669308827e-04,1.183943095717617294e-21,7.055161416142707527e-25
1.281643749999999955e+03,5.944547745813758303e-04,1.259772013793189557e-21,7.489085021982934012e-25
1.281662499999999909e+03,5.930133511877492191e-04,1.340401533160359981e-21,7.949089237958614115e-25
1.281681250000000091e+03,5.915549772798215158e-04,1.426131951672370092e-21,8.436703922532812361e-25
1.281700000000000045e+03,5.900798198791395955e-04,1.517282120935503566e-21,8.953546389533959851e-25
1.281718750000000000e+03,5.885880474072392905e-04,1.614190578054757411e-21,9.501326272662587243e-25
1.281737499999999955e+03,5.870798296694802612e-04,1.717216745488864624e-21,1.008185065294083686e-24
1.281756249999999909e+03,5.855553378437396107e-04,1.826742203099257287e-21,1.069702946307696634e-24
1.281775000000000091e+03,5.840147444231340258e-04,1.943172036632061699e-21,1.134888118203379455e-24
1.281793750000000045e+03,5.824582232345753554e-04,2.066936267169083296e-21,1.203953883717673487e-24
1.281812500000000000e+03,5.808859493819293601e-04,2.198491366395555211e-21,1.277125632760189650e-24
1.281831249999999955e+03,5.792980992501572555e-04,2.338321862680788298e-21,1.354641508748367026e-24
1.281849999999999909e+03,5.776948504651055818e-04,2.486942043406896659e-21,1.436753110540078605e-24
1.281868750000000091e+03,5.760763818697165308e-04,2.644897759208029445e-21,1.523726231919781858e-24
1.281887500000000045e+03,5.744428735152684595e-04,2.812768336122169159e-21,1.615841640587656017e-24
1.281906250000000000e+03,5.727945066161002586e-04,2.991168602071351413e-21,1.713395898587903359e-24
1.281924999999999955e+03,5.711314635449200091e-04,3.180751034346194330e-21,1.816702226487103046e-24
1.281943749999999909e+03,5.694539278159269904e-04,3.382208035252438185e-21,1.926091413446780205e-24
1.281962500000000091e+03,5.677620840104859352e-04,3.596274343489472763e-21,2.041912775395972506e-24
1.281981250000000045e+03,5.660561178260335464e-04,3.823729589162109809e-21,2.164535164345210109e-24
1.282000000000000000e+03,5.643362159863698742e-04,4.065401000977761700e-21,2.294348030642428735e-24
1.282018749999999955e+03,5.626025662590542322e-04,4.322166274452436646e-21,2.431762541683040714e-24
1.282037499999999909e+03,5.608553574295286519e-04,4.594956610647556833e-21,2.577212759483789681e-24
1.282056250000000091e+03,5.590947792375957790e-04,4.884759935372181498e-21,2.731156880058105419e-24
1.282075000000000045e+03,5.573210223924025472e-04,5.192624309516305182e-21,2.894078538335260466e-24
1.282093750000000000e+03,5.555342785381113015e-04,5.519661541553260051e-21,3.066488181326148153e-24
1.282112499999999955e+03,5.537347402160962707e-04,5.867051014188794250e-21,3.248924513274140176e-24
1.282131249999999909e+03,5.519226008575300099e-04,6.236043737535455147e-21,3.441956016578580404e-24
1.282150000000000091e+03,5.500980547395143035e-04,6.627966642160110973e-21,3.646182552033758614e-24
1.282168750000000045e+03,5.482612969828014977e-04,7.044227125837838163e-21,3.862237042780726558e-24
1.282187500000000000e+03,5.464125234937111881e-04,7.486317868996199012e-21,4.090787245697098302e-24
1.282206249999999955e+03,5.445519309795969053e-04,7.955821934348517149e-21,4.332537615441350744e-24
1.282224999999999909e+03,5.426797168898497966e-04,8.454418167245015769e-21,4.588231264787704571e-24
1.282243750000000091e+03,5.407960793999364588e-04,8.983886914362364570e-21,4.858652027012625061e-24
1.282262500000000045e+03,5.389012173971525219e-04,9.546116079093781022e-21,5.144626625139235722e-24
1.282281250000000000e+03,5.369953304291097103e-04,1.014310753323755862e-20,5.447026953058437702e-24
1.282299999999999955e+03,5.350786187180294222e-04,1.077698390564208834e-20,5.766772475112661047e-24
1.282318749999999909e+03,5.331512830983185965e-04,1.144999576966495998e-20,6.104832748716603224e-24
1.282337500000000091e+03,5.312135249959576205e-04,1.216452925246748501e-20,6.462230077267207734e-24
1.282356250000000045e+03,5.292655464278775640e-04,1.292311409069330098e-20,6.840042299825515949e-24
1.282375000000000000e+03,5.273075499348090335e-04,1.372843215821183761e-20,7.239405723251166994e-24
1.282393749999999955e+03,5.253397386024271504e-04,1.458332649317872030e-20,7.661518205813404376e-24
1.282412499999999909e+03,5.233623159975230510e-04,1.549081085336683168e-20,8.107642397675700503e-24
1.282431250000000091e+03,5.213754861564613621e-04,1.645407983022129440e-20,8.579109147845126372e-24
1.282450000000000045e+03,5.193794535669087921e-04,1.747651955340112920e-20,9.077321084900033779e-24
1.282468750000000000e+03,5.173744231099586602e-04,1.856171902070273212e-20,9.603756379947802984e-24
1.282487499999999955e+03,5.153606000850712325e-04,1.971348208835683076e-20,1.015997270247245298e-23
1.282506249999999909e+03,5.133381901483127958e-04,2.093584016030358038e-20,1.074761137600205176e-23
1.282525000000000091e+03,5.113073992717983652e-04,2.223306561628902639e-20,1.136840174508260315e-23
1.282543750000000045e+03,5.092684337689627012e-04,2.360968602152186442e-20,1.202416576536212504e-23
1.282562500000000000e+03,5.072215002059915099e-04,2.507049916199027336e-20,1.271682282349891363e-23
1.282581249999999955e+03,5.051668054424777229e-04,2.662058895367240981e-20,1.344839480414200468e-23
1.282599999999999909e+03,5.031045565475174763e-04,2.826534227502119092e-20,1.422101140986859896e-23
1.282618750000000091e+03,5.010349608011136109e-04,3.001046677544375092e-20,1.503691575152698013e-23
1.282637500000000045e+03,4.989582256687653339e-04,3.186200971644672202e-20,1.589847022002567792e-23
1.282656250000000000e+03,4.968745587603348897e-04,3.382637790294169290e-20,1.680816265273199762e-23
1.282674999999999955e+03,4.947841678147396009e-04,3.591035876866321146e-20,1.776861281108355471e-23
1.282693749999999909e+03,4.926872606883059107e-04,3.812114267959414594e-20,1.878257918318082750e-23
1.282712500000000091e+03,4.905840452896936170e-04,4.046634652683489584e-20,1.985296612603680991e-23
1.282731250000000045e+03,4.884747295948421416e-04,4.295403867992246224e-20,2.098283136784185144e-23
1.282750000000000000e+03,4.863595215898597465e-04,4.559276538053260213e-20,2.217539388336009404e-23
1.282768749999999955e+03,4.842386292612549273e-04,4.839157865654353285e-20,2.343404216435988992e-23
1.282787499999999909e+03,4.821122605821441141e-04,5.136006584289194502e-20,2.476234290253271301e-23
1.282806250000000091e+03,4.799806234536220842e-04,5.450838080167538053e-20,2.616405010334537259e-23
1.282825000000000045e+03,4.778439256992011975e-04,5.784727693651105966e-20,2.764311465591651159e-23
1.282843750000000000e+03,4.757023750402039099e-04,6.138814210295014502e-20,2.920369437779662838e-23
1.282862499999999955e+03,4.735561790670890958e-04,6.514303552332860805e-20,3.085016455881542464e-23
1.282881249999999909e+03,4.714055452218318112e-04,6.912472681701107319e-20,3.258712902801743028e-23
1.282900000000000091e+03,4.692506807435375981e-04,7.334673726904905106e-20,3.441943176746845411e-23
1.282918750000000045e+03,4.670917926762346460e-04,7.782338345953126201e-20,3.635216910419418925e-23
1.282937500000000000e+03,4.649290878363621462e-04,8.256982339008607097e-20,3.839070250303052561e-23
1.282956249999999955e+03,4.627627727727921260e-04,8.760210524631212954e-20,4.054067199028103569e-23
1.282974999999999909e+03,4.605930537561083154e-04,9.293721894562923170e-20,4.280801024228859048e-23
1.282993750000000091e+03,4.584201367515406116e-04,9.859315062623772012e-20,4.519895736700060929e-23
1.283012500000000045e+03,4.562442273835937969e-04,1.045889402427800301e-19,4.772007641239079710e-23
1.283031250000000000e+03,4.540655309211841565e-04,1.109447424443214128e-19,5.037826964014953912e-23
1.283049999999999955e+03,4.518842522591281358e-04,1.176818909170296852e-19,5.318079559862775791e-23
1.283068749999999909e+03,4.497005958881906051e-04,1.248229663868396214e-19,5.613528703290694474e-23
1.283087500000000091e+03,4.475147658550079227e-04,1.323918684871737877e-19,5.924976967196406574e-23
1.283106250000000045e+03,4.453269657605860975e-04,1.404138917061325447e-19,6.253268194054186157e-23
1.283125000000000000e+03,4.431373987178090093e-04,1.489158056464280384e-19,6.599289563252076394e-23
1.283143749999999955e+03,4.409462673587821973e-04,1.579259398304474975e-19,6.963973760037002640e-23
1.283162499999999909e+03,4.387537737718874434e-04,1.674742733143802622e-19,7.348301249666458291e-23
1.283181250000000091e+03,4.365601195035533825e-04,1.775925293707404024e-19,7.753302663403591588e-23
1.283200000000000045e+03,4.343655055219842781e-04,1.883142755259216821e-19,8.180061300363868150e-23
1.283218750000000000e+03,4.321701322052875203e-04,1.996750292534386624e-19,8.629715751876608367e-23
1.283237499999999955e+03,4.299741993117072347e-04,2.117123696295973608e-19,9.103462653161885832e-23
1.283256249999999909e+03,4.277779059595799866e-04,2.244660552933455951e-19,9.602559569359864933e-23
1.283275000000000091e+03,4.255814505928840938e-04,2.379781490501979906e-19,1.012832802140387596e-22
1.283293750000000045e+03,4.233850309920243488e-04,2.522931494982453588e-19,1.068215666021309802e-22
1.283312500000000000e+03,4.211888442068338536e-04,2.674581300566838666e-19,1.126550459304286696e-22
1.283331249999999955e+03,4.189930865698216693e-04,2.835228858155135219e-19,1.187990487339133718e-22
1.283349999999999909e+03,4.167979536607473233e-04,3.005400886336085345e-19,1.252696815895183588e-22
1.283368750000000091e+03,4.146036402804296832e-04,3.185654509406886160e-19,1.320838654698158055e-22
1.283387500000000045e+03,4.124103404394878426e-04,3.376578987297969659e-19,1.392593759609033760e-22
1.283406250000000000e+03,4.102182473293871767e-04,3.578797542455851182e-19,1.468148854228722655e-22
1.283424999999999955e+03,4.080275533126775109e-04,3.792969288940952677e-19,1.547700071938577839e-22
1.283443749999999909e+03,4.058384498941491696e-04,4.019791269551228453e-19,1.631453419298811255e-22
1.283462500000000091e+03,4.036511276962069495e-04,4.260000606754924677e-19,1.719625261831716292e-22
1.283481250000000045e+03,4.014657764512051898e-04,4.514376773775803551e-19,1.812442833356621489e-22
1.283500000000000000e+03,3.992825849575166596e-04,4.783743992459226326e-19,1.910144769785181436e-22
1.283518749999999955e+03,3.971017411048840770e-04,5.068973764770039614e-19,2.012981668976373565e-22
1.283537499999999909e+03,3.949234318171082614e-04,5.370987545412834419e-19,2.121216677268624060e-22
1.283556250000000091e+03,3.927478430296951371e-04,5.690759563174714876e-19,2.235126104429148114e-22
1.283575000000000045e+03,3.905751597057834220e-04,6.029319799188143451e-19,2.355000068483981140e-22
1.283593750000000000e+03,3.884055657794681219e-04,6.387757130748154154e-19,2.481143171252929575e-22
1.283612499999999955e+03,3.862392441657455373e-04,6.767222649728921250e-19,2.613875206839650643e-22
1.283631249999999909e+03,3.840763767456183858e-04,7.168933164961320761e-19,2.753531904084371152e-22
1.283650000000000091e+03,3.819171443067524295e-04,7.594174898949783901e-19,2.900465704533522054e-22
1.283668750000000045e+03,3.797617265782996941e-04,8.044307389207066049e-19,3.055046578498273690e-22
1.283687500000000000e+03,3.776103021813519470e-04,8.520767605570526505e-19,3.217662879851026108e-22
1.283706249999999955e+03,3.754630486230811268e-04,9.025074295149262615e-19,3.388722242292153291e-22
1.283724999999999909e+03,3.733201422900047674e-04,9.558832567332286040e-19,3.568652518800866903e-22
1.283743750000000091e+03,3.711817584047322942e-04,1.012373873188340435e-18,3.757902765978643280e-22
1.283762500000000045e+03,3.690480710334912849e-04,1.072158540391762784e-18,3.956944276269413908e-22
1.283781250000000000e+03,3.669192530743565031e-04,1.135426689018624758e-18,4.166271659728949279e-22
1.283799999999999955e+03,3.647954762267941711e-04,1.202378487186966567e-18,4.386403977652004044e-22
1.283818749999999909e+03,3.626769109903006465e-04,1.273225440021922540e-18,4.617885931188668490e-22
1.283837500000000091e+03,3.605637266284899591e-04,1.348191022149453188e-18,4.861289106692312230e-22
1.283856250000000045e+03,3.584560911892364986e-04,1.427511344944150436e-18,5.117213281832465521e-22
1.283875000000000000e+03,3.563541714514439408e-04,1.511435860404321540e-18,5.386287793710109314e-22
1.283893749999999955e+03,3.542581329577606142e-04,1.600228103587982064e-18,5.669172973991823462e-22
1.283912499999999909e+03,3.521681399654859584e-04,1.694166475752086315e-18,5.966561652157207464e-22
1.283931250000000091e+03,3.500843554439335274e-04,1.793545070344330945e-18,6.279180731839938321e-22
1.283950000000000045e+03,3.480069410773870670e-04,1.898674544163377339e-18,6.607792843334457278e-22
1.283968750000000000e+03,3.459360572217979137e-04,2.009883036129405955e-18,6.953198075015027398e-22
1.283987499999999955e+03,3.438718629268340348e-04,2.127517136226975922e-18,7.316235789567663972e-22
1.284006249999999909e+03,3.418145159289227570e-04,2.251942907275334124e-18,7.697786527371606154e-22
1.284025000000000091e+03,3.397641725861902883e-04,2.383546962411753390e-18,8.098774000562568076e-22
1.284043750000000045e+03,3.377209879404858878e-04,2.522737601250388337e-18,8.520167186297299235e-22
1.284062500000000000e+03,3.356851156595645085e-04,2.669946007842901556e-18,8.962982518502634872e-22
1.284081249999999955e+03,3.336567080447201770e-04,2.825627513781072865e-18,9.428286187218433898e-22
1.284099999999999909e+03,3.316359160296121272e-04,2.990262929909520741e-18,9.917196549131086059e-22
1.284118750000000091e+03,3.296228891476854473e-04,3.164359950294681489e-18,1.043088665390235518e-21
1.284137500000000045e+03,3.276177755587262805e-04,3.348454632327941514e-18,1.097058689474056120e-21
1.284156250000000000e+03,3.256207220082745542e-04,3.543112957036346958e-18,1.153758778556243973e-21
1.284174999999999955e+03,3.236318738447498751e-04,3.748932473842072328e-18,1.213324287476317227e-21
1.284193749999999909e+03,3.216513750144897859e-04,3.966544034240764641e-18,1.275897179980046840e-21
1.284212500000000091e+03,3.196793680220010709e-04,4.196613619261830559e-18,1.341626348918103349e-21
1.284231250000000045e+03,3.177159939748727224e-04,4.439844265459626504e-18,1.410667952317243050e-21
1.284250000000000000e+03,3.157613925375555891e-04,4.696978094932848376e-18,1.483185765497040220e-21
1.284268749999999955e+03,3.138157019454043662e-04,4.968798454695060370e-18,1.559351550576973228e-21
1.284287499999999909e+03,3.118790590091756790e-04,5.256132171227099607e-18,1.639345443979911806e-21
1.284306250000000091e+03,3.099515990949356487e-04,5.559851926404775214e-18,1.723356362760717161e-21
1.284325000000000045e+03,3.080334561272408869e-04,5.880878761107707752e-18,1.811582430897835698e-21
1.284343750000000000e+03,3.061247625775632823e-04,6.220184713300672641e-18,1.904231426366113007e-21
1.284362499999999955e+03,3.042256494936691692e-04,6.578795597745968929e-18,2.001521250383999925e-21
1.284381249999999909e+03,3.023362464645107470e-04,6.957793934669080427e-18,2.103680419259080040e-21
1.284400000000000091e+03,3.004566816378984669e-04,7.358322035391533092e-18,2.210948580731535349e-21
1.284418750000000045e+03,2.985870817065226302e-04,7.781585253123499514e-18,2.323577055493196626e-21
1.284437500000000000e+03,2.967275719212875032e-04,8.228855407535769361e-18,2.441829405535047312e-21
1.284456249999999955e+03,2.948782760902546535e-04,8.701474392443718611e-18,2.565982030447487284e-21
1.284474999999999909e+03,2.930393165775854736e-04,9.200857975985897482e-18,2.696324793110395536e-21
1.284493750000000091e+03,2.912108143019154194e-04,9.728499803506073250e-18,2.833161676288756189e-21
1.284512500000000045e+03,2.893928887517408454e-04,1.028597561384796617e-17,2.976811471904384187e-21
1.284531250000000000e+03,2.875856579546207776e-04,1.087494768008288203e-17,3.127608503971460472e-21
1.284549999999999955e+03,2.857892385395596302e-04,1.149716948649363455e-17,3.285903388368030327e-21
1.284568749999999909e+03,2.840037456846475588e-04,1.215449065419744585e-17,3.452063829161418095e-21
1.284587500000000091e+03,2.822292931493737512e-04,1.284886212831801104e-17,3.626475455443966821e-21
1.284606250000000045e+03,2.804659932850211068e-04,1.358234164039191082e-17,3.809542699664231392e-21
1.284625000000000000e+03,2.787139570116744288e-04,1.435709946040462283e-17,4.001689719345597458e-21
1.284643749999999955e+03,2.769732938587610746e-04,1.517542445342415584e-17,4.203361365699338092e-21
1.284662499999999909e+03,2.752441119581950572e-04,1.603973045690816875e-17,4.415024200147736451e-21
1.284681250000000091e+03,2.735265180445230876e-04,1.695256299501115561e-17,4.637167561819056162e-21
1.284700000000000045e+03,2.718206174769961661e-04,1.791660634764588799e-17,4.870304689021173184e-21
1.284718750000000000e+03,2.701265142304445574e-04,1.893469099293502454e-17,5.114973896677729692e-21
1.284737499999999955e+03,2.684443109283537088e-04,2.000980144167791212e-17,5.371739813711374741e-21
1.284756249999999909e+03,2.667741088406303603e-04,2.114508448499542716e-17,5.641194682366278143e-21
1.284775000000000091e+03,2.651160078862698443e-04,2.234385787596446233e-17,5.923959723209841802e-21
1.284793750000000045e+03,2.634701066592121392e-04,2.360961946785518156e-17,6.220686569754076968e-21
1.284812500000000000e+03,2.618365024293215003e-04,2.494605683276187742e-17,6.532058775379181195e-21
1.284831249999999955e+03,2.602152911676649583e-04,2.635705738497718489e-17,6.858793397337960967e-21
1.284849999999999909e+03,2.586065675527341769e-04,2.784671903564482470e-17,7.201642661032034888e-21
1.284868750000000091e+03,2.570104249785107775e-04,2.941936140555515224e-17,7.561395709109566630e-21
1.284887500000000045e+03,2.554269555786051801e-04,3.107953762531433379e-17,7.938880440451568077e-21
1.284906250000000000e+03,2.538562502299197420e-04,3.283204675296478018e-17,8.334965442735576242e-21
1.284924999999999955e+03,2.522983985863231022e-04,3.468194684013581579e-17,8.750562024915852731e-21
1.284943749999999909e+03,2.507534890946251952e-04,3.663456868112124503e-17,9.186626353808536177e-21
1.284962500000000091e+03,2.492216089714193979e-04,3.869553027918692420e-17,9.644161699124375124e-21
1.284981250000000045e+03,2.477028442833156580e-04,4.087075206675829254e-17,1.012422079803094908e-20
1.285000000000000000e+03,2.461972799143677545e-04,4.316647291875884375e-17,1.062790833784429439e-20
1.285018749999999955e+03,2.447049996187103372e-04,4.558926699890727712e-17,1.115638357049062862e-20
1.285037499999999909e+03,2.432260860255874835e-04,4.814606148215087207e-17,1.171086306079908413e-20
1.285056250000000091e+03,2.417606206530007980e-04,5.084415519739117448e-17,1.229262357784833191e-20
1.285075000000000045e+03,2.403086839438757949e-04,5.369123823774831681e-17,1.290300513803268976e-20
1.285093750000000000e+03,2.388703552795102061e-04,5.669541258818964679e-17,1.354341420601009778e-20
1.285112499999999955e+03,2.374457130070859638e-04,5.986521382095427751e-17,1.421532706356890125e-20
1.285131249999999909e+03,2.360348344694345618e-04,6.320963391477274225e-17,1.492029335546274657e-20
1.285150000000000091e+03,2.346377959959456403e-04,6.673814525312947969e-17,1.565993981872380642e-20
1.285168750000000045e+03,2.332546729788756836e-04,7.046072586336057927e-17,1.643597421383397733e-20
1.285187500000000000e+03,2.318855398538926344e-04,7.438788595794581808e-17,1.725018945686002685e-20
1.285206249999999955e+03,2.305304701510499312e-04,7.853069584498112496e-17,1.810446797463077485e-20
1.285224999999999909e+03,2.291895365197275480e-04,8.290081527644283422e-17,1.900078628874719814e-20
1.285243750000000091e+03,2.278628107430084350e-04,8.751052430774351419e-17,1.994121984191739809e-20
1.285262500000000045e+03,2.265503637820296778e-04,9.237275574362474367e-17,2.092794808310665874e-20
1.285281250000000000e+03,2.252522657864219555e-04,9.750112925260915547e-17,2.196325982093852360e-20
1.285299999999999955e+03,2.239685861519274317e-04,1.029099872320383419e-16,2.304955886702037402e-20
1.285318749999999909e+03,2.226993935235019556e-04,1.086144325125971541e-16,2.418936997593242501e-20
1.285337500000000091e+03,2.214447558386926896e-04,1.146303679956342404e-16,2.538534510755850556e-20
1.285356250000000045e+03,2.202047403650614344e-04,1.209745383198567717e-16,2.664027002538303386e-20
1.285375000000000000e+03,2.189794137185907227e-04,1.276645736589305223e-16,2.795707124756683974e-20
1.285393749999999955e+03,2.177688419099288908e-04,1.347190357584066580e-16,2.933882337639516525e-20
1.285412499999999909e+03,2.165730903760921503e-04,1.421574663228768334e-16,3.078875682212664206e-20
1.285431250000000091e+03,2.153922240116286238e-04,1.500004378702422437e-16,3.231026594470076851e-20
1.285450000000000045e+03,2.142263072085925544e-04,1.582696071811200656e-16,3.390691763923805272e-20
1.285468750000000000e+03,2.130754038834706287e-04,1.669877714662470229e-16,3.558246038563181032e-20
1.285487499999999955e+03,2.119395775303528238e-04,1.761789273948012627e-16,3.734083379622797280e-20
1.285506249999999909e+03,2.108188912500040145e-04,1.858683331206222955e-16,3.918617868061457008e-20
1.285525000000000091e+03,2.097134077846345807e-04,1.960825734588717736e-16,4.112284766199825947e-20
1.285543750000000045e+03,2.086231895685028881e-04,2.068496283707870356e-16,4.315541637903824970e-20
1.285562500000000000e+03,2.075482987587307527e-04,2.181989449172680334e-16,4.528869529890162763e-20
1.285581249999999955e+03,2.064887972785253505e-04,2.301615128600348851e-16,4.752774218380568546e-20
1.285599999999999909e+03,2.054447468673028057e-04,2.427699440836597233e-16,4.987787524623487938e-20
1.285618750000000091e+03,2.044162091106471084e-04,2.560585560359980869e-16,5.234468702753604004e-20
1.285637500000000045e+03,2.034032454939662781e-04,2.700634593800747547e-16,5.493405905033018289e-20
1.285656250000000000e+03,2.024059174384863031e-04,2.848226500714301496e-16,5.765217728047123394e-20
1.285674999999999955e+03,2.014242863555258136e-04,3.003761060722895300e-16,6.050554845285221864e-20
1.285693749999999909e+03,2.004584136871295124e-04,3.167658889437956313e-16,6.350101730487658859e-20
1.285712500000000091e+03,1.995083609509351987e-04,3.340362505420502751e-16,6.664578477160806538e-20
1.285731250000000045e+03,1.985741897908184235e-04,3.522337450833003319e-16,6.994742720191589263e-20
1.285750000000000000e+03,1.976559620237537673e-04,3.714073468375790900e-16,7.341391665075799997e-20
1.285768749999999955e+03,1.967537396938558679e-04,3.916085737223499595e-16,7.705364231284680781e-20
1.285787499999999909e+03,1.958675851122575412e-04,4.128916171013792115e-16,8.087543315911353250e-20
1.285806250000000091e+03,1.949975609189943612e-04,4.353134780736128930e-16,8.488858185595406804e-20
1.285825000000000045e+03,1.941437301239914591e-04,4.589341105912431569e-16,8.910287002938521092e-20
1.285843750000000000e+03,1.933061561671848107e-04,4.838165717266600973e-16,9.352859496615547677e-20
1.285862499999999955e+03,1.924849029661808669e-04,5.100271794479874242e-16,9.817659782442382130e-20
1.285881249999999909e+03,1.916800349803613889e-04,5.376356782624647170e-16,1.030582934545347773e-19
1.285900000000000091e+03,1.908916172472224901e-04,5.667154131253463142e-16,1.081857019045843714e-19
1.285918750000000045e+03,1.901197154569358701e-04,5.973435120025228346e-16,1.135714817414364232e-19
1.285937500000000000e+03,1.893643959960784016e-04,6.296010775218907110e-16,1.192289652599562385e-19
1.285956249999999955e+03,1.886257260107547604e-04,6.635733881510332325e-16,1.251721957183417076e-19
1.285974999999999909e+03,1.879037734641294480e-04,6.993501093682315680e-16,1.314159667061232500e-19
1.285993750000000091e+03,1.871986071916544785e-04,7.370255153072324170e-16,1.379758637712281244e-19
1.286012500000000045e+03,1.865102969659042072e-04,7.766987213922978979e-16,1.448683084500647500e-19
1.286031250000000000e+03,1.858389135485822327e-04,8.184739285000772769e-16,1.521106048276091355e-19
1.286049999999999955e+03,1.851845287650053537e-04,8.624606791938513975e-16,1.597209888025426824e-19
1.286068749999999909e+03,1.845472155542792804e-04,9.087741266270631079e-16,1.677186801839782570e-19
1.286087500000000091e+03,1.839270480374268087e-04,9.575353167332118470e-16,1.761239378230909842e-19
1.286106250000000045e+03,1.833241015772928367e-04,1.008871484327378234e-15,1.849581179361118086e-19
1.286125000000000000e+03,1.827384528484816658e-04,1.062916363819170270e-15,1.942437358314617204e-19
1.286143749999999955e+03,1.821701799000768494e-04,1.119810515212833541e-15,2.040045312230968152e-19
1.286162499999999909e+03,1.816193622240581994e-04,1.179701666156652823e-15,2.142655373624431877e-19
1.286181250000000091e+03,1.810860808150452556e-04,1.242745070798635907e-15,2.250531541991331585e-19
1.286200000000000045e+03,1.805704182479562483e-04,1.309103886273552037e-15,2.363952258470320308e-19
1.286218750000000000e+03,1.800724587354987313e-04,1.378949567650794442e-15,2.483211225656212765e-19
1.286237499999999955e+03,1.795922882103720560e-04,1.452462282254701061e-15,2.608618275901413970e-19
1.286256249999999909e+03,1.791299943879777880e-04,1.529831344249506534e-15,2.740500290390468990e-19
1.286275000000000091e+03,1.786856668372568686e-04,1.611255670519240540e-15,2.879202172518016425e-19
1.286293750000000045e+03,1.782593970540758180e-04,1.696944258795681694e-15,3.025087878673043105e-19
1.286312500000000000e+03,1.778512785345436032e-04,1.787116689148234086e-15,3.178541509959021527e-19
1.286331249999999955e+03,1.774614068483875134e-04,1.882003649949986166e-15,3.339968468539041125e-19
1.286349999999999909e+03,1.770898797139041920e-04,1.981847489447030699e-15,3.509796682481528440e-19
1.286368750000000091e+03,1.767367970713560037e-04,2.086902794209924978e-15,3.688477903312689428e-19
1.286387500000000045e+03,1.764022611614938076e-04,2.197436995713647175e-15,3.876489080769312408e-19
1.286406250000000000e+03,1.760863765985408935e-04,2.313731006390308226e-15,4.074333819245020275e-19
1.286424999999999955e+03,1.757892504542022251e-04,2.436079886568804878e-15,4.282543921293658474e-19
1.286443749999999909e+03,1.755109923299414223e-04,2.564793543761158402e-15,4.501681022979343608e-19
1.286462500000000091e+03,1.752517144416325021e-04,2.700197465837091505e-15,4.732338327253308542e-19
1.286481250000000045e+03,1.750115316945394250e-04,2.842633489686317318e-15,4.975142440802984298e-19
1.286500000000000000e+03,1.747905617676388617e-04,2.992460607046228674e-15,5.230755321184368526e-19
1.286518749999999955e+03,1.745889251963528960e-04,3.150055809312052271e-15,5.499876340825652804e-19
1.286537499999999909e+03,1.744067454528179333e-04,3.315814973050987814e-15,5.783244474807322558e-19
1.286556250000000091e+03,1.742441490302006903e-04,3.490153788294081421e-15,6.081640620477930804e-19
1.286575000000000045e+03,1.741012655273336195e-04,3.673508731489484800e-15,6.395890056662310406e-19
1.286593750000000000e+03,1.739782277338171627e-04,3.866338085343692476e-15,6.726865051259945068e-19
1.286612499999999955e+03,1.738751717155528399e-04,4.069123007648613499e-15,7.075487626166474423e-19
1.286631249999999909e+03,1.737922369025939290e-04,4.282368651474545561e-15,7.442732489416545227e-19
1.286650000000000091e+03,1.737295661750670240e-04,4.506605339160780708e-15,7.829630144712247398e-19
1.286668750000000045e+03,1.736873059531329245e-04,4.742389792502756845e-15,8.237270189304054102e-19
