signal_nm,phi2_fixed_idler_norm,pump2_norm,f2_norm
1.273018749999999955e+03,1.482845789037245809e-05,5.684669490068703052e-36,8.429837310894580757e-41
1.273037499999999909e+03,1.455850518686963898e-05,6.168392196439131392e-36,8.980628883447083969e-41
1.273056250000000091e+03,1.430184434545672720e-05,6.692984831955588170e-36,9.572599146715901244e-41
1.273075000000000045e+03,1.405860780089345023e-05,7.261875624148384373e-36,1.020960892905747315e-40
1.273093750000000000e+03,1.382892677820471029e-05,7.878778252713244729e-36,1.089595597795578494e-40
1.273112499999999955e+03,1.361293127763606287e-05,8.547715439823475514e-36,1.163642817276956373e-40
1.273131249999999909e+03,1.341075005337963887e-05,9.273044474896497290e-36,1.243636318194891439e-40
1.273150000000000091e+03,1.322251059601965279e-05,1.005948483163073079e-35,1.330171532681756151e-40
1.273168750000000045e+03,1.304833911645416052e-05,1.091214804700925062e-35,1.423913048990854155e-40
1.273187500000000000e+03,1.288836052602882144e-05,1.183657004655781203e-35,1.525602999616701485e-40
1.273206249999999955e+03,1.274269842041201522e-05,1.283874611421167923e-35,1.636070451062469209e-40
1.273224999999999909e+03,1.261147506146539922e-05,1.392516872164833183e-35,1.756241909890749387e-40
1.273243750000000091e+03,1.249481136064157316e-05,1.510286844892110007e-35,1.887153073310058902e-40
1.273262500000000045e+03,1.239282685975277542e-05,1.637945824725366359e-35,2.029961965704999165e-40
1.273281250000000000e+03,1.230563971630216126e-05,1.776318131455996536e-35,2.185963619603613794e-40
1.273299999999999955e+03,1.223336668573881158e-05,1.926296287646993872e-35,2.356606474739454273e-40
1.273318749999999909e+03,1.217612310400613521e-05,2.088846618883438564e-35,2.543510689270698421e-40
1.273337500000000091e+03,1.213402287166300133e-05,2.265015310286806530e-35,2.748488578069575076e-40
1.273356250000000045e+03,1.210717843715596197e-05,2.455934956255353941e-35,2.973567415583703252e-40
1.273375000000000000e+03,1.209570078056456943e-05,2.662831643197336050e-35,3.221014866819979286e-40
1.273393749999999955e+03,1.209969939743178838e-05,2.887032608292217258e-35,3.493367338028506363e-40
1.273412499999999909e+03,1.211928228270434776e-05,3.129974520840049475e-35,3.793461569978556115e-40
1.273431250000000091e+03,1.215455591503049479e-05,3.393212436293227688e-35,4.124469830932555293e-40
1.273450000000000045e+03,1.220562524064159670e-05,3.678429477270716411e-35,4.489939104224395005e-40
1.273468750000000000e+03,1.227259365858464469e-05,3.987447300083987514e-35,4.893834707829419231e-40
1.273487499999999955e+03,1.235556300494842869e-05,4.322237409924353883e-35,5.340588827932382522e-40
1.273506249999999909e+03,1.245463353668928390e-05,4.684933393175354873e-35,5.835154500343751233e-40
1.273525000000000091e+03,1.256990391909974835e-05,5.077844140301046747e-35,6.383065630773112781e-40
1.273543750000000045e+03,1.270147120780171300e-05,5.503468139228434128e-35,6.990503701302014543e-40
1.273562500000000000e+03,1.284943083768030056e-05,5.964508924857396750e-35,7.664371887177582440e-40
1.273581249999999955e+03,1.301387660461033073e-05,6.463891777759800568e-35,8.412377370560739878e-40
1.273599999999999909e+03,1.319490065283892590e-05,7.004781772062412652e-35,9.243122732880470901e-40
1.273618750000000091e+03,1.339259346264316197e-05,7.590603280738200328e-35,1.016620738935394506e-39
1.273637500000000045e+03,1.360704383286150290e-05,8.225061055036049188e-35,1.119234012631836102e-39
1.273656250000000000e+03,1.383833887054350028e-05,8.912163004064707732e-35,1.233346392400222320e-39
1.273674999999999955e+03,1.408656397404435225e-05,9.656244810526695574e-35,1.360289434878763683e-39
1.273693749999999909e+03,1.435180282174114910e-05,1.046199652957056169e-34,1.501547295049621434e-39
1.273712500000000091e+03,1.463413735872398996e-05,1.133449132889162691e-34,1.658773722934118826e-39
1.273731250000000045e+03,1.493364778360090196e-05,1.227921654156474239e-34,1.833810890473956343e-39
1.273750000000000000e+03,1.525041253425389354e-05,1.330210721560224989e-34,2.028710238849080375e-39
1.273768749999999955e+03,1.558450827747547590e-05,1.440958236016813235e-34,2.245755556647401913e-39
1.273787499999999909e+03,1.593600989396605608e-05,1.560858410244393698e-34,2.487488518469146675e-39
1.273806250000000091e+03,1.630499046923737400e-05,1.690661998800431816e-34,2.756736939395376771e-39
1.273825000000000045e+03,1.669152127782609364e-05,1.831180867404826653e-34,3.056646022665997622e-39
1.273843750000000000e+03,1.709567177550352240e-05,1.983292928655657884e-34,3.390712910120344278e-39
1.273862499999999955e+03,1.751750958463062157e-05,2.147947473138735895e-34,3.762824870480798834e-39
1.273881249999999909e+03,1.795710048081017646e-05,2.326170927482027002e-34,4.177301497974756373e-39
1.273900000000000091e+03,1.841450839019388900e-05,2.519073073184554356e-34,4.638941331485220757e-39
1.273918750000000045e+03,1.888979536557510317e-05,2.727853762802853162e-34,5.153073335151265897e-39
1.273937500000000000e+03,1.938302159017701415e-05,2.953810172999070660e-34,5.725613744127054916e-39
1.273956249999999955e+03,1.989424535235426075e-05,3.198344636948254527e-34,6.363128802060114097e-39
1.273974999999999909e+03,2.042352304699258640e-05,3.462973102047897908e-34,7.072903998386543579e-39
1.273993750000000091e+03,2.097090915601660863e-05,3.749334262400535786e-34,7.863020443755354880e-39
1.274012500000000045e+03,2.153645624816223484e-05,4.059199419535740189e-34,8.742439111048099611e-39
1.274031250000000000e+03,2.212021496246404642e-05,4.394483128910516204e-34,9.721093714885362251e-39
1.274049999999999955e+03,2.272223399797261350e-05,4.757254694266435871e-34,1.080999309732985678e-38
1.274068749999999909e+03,2.334256010567683305e-05,5.149750576904340995e-34,1.202133406320193061e-38
1.274087500000000091e+03,2.398123808591033428e-05,5.574387791992353453e-34,1.336862570232496465e-38
1.274106250000000045e+03,2.463831076637176313e-05,6.033778369815274541e-34,1.486682632043701787e-38
1.274125000000000000e+03,2.531381900711802453e-05,6.530744966079247664e-34,1.653249424709611190e-38
1.274143749999999955e+03,2.600780168506447394e-05,7.068337711395977844e-34,1.838395385834116501e-38
1.274162499999999909e+03,2.672029568052388331e-05,7.649852398092906835e-34,2.044147831914928488e-38
1.274181250000000091e+03,2.745133588370983130e-05,8.278850109061803493e-34,2.272749069577117531e-38
1.274200000000000045e+03,2.820095516959597595e-05,8.959178402362069487e-34,2.526678519341842405e-38
1.274218750000000000e+03,2.896918441062265346e-05,9.694994173858589141e-34,2.808677053443488281e-38
1.274237499999999955e+03,2.975605244692678712e-05,1.049078832949049070e-33,3.121773755964082275e-38
1.274256249999999909e+03,3.056158609219129362e-05,1.135141240945642506e-33,3.469315347093940185e-38
1.274275000000000091e+03,3.138581013234368125e-05,1.228210731737797557e-33,3.854998525649722757e-38
1.274293750000000045e+03,3.222874730187290029e-05,1.328853431932128087e-33,4.282905509099521058e-38
