signal_nm,phi2_fixed_idler_norm,pump2_norm,f2_norm
1.275043750000000045e+03,1.799404149551160395e-05,5.411104936657531322e-34,9.737130951600161131e-39
1.275062500000000000e+03,1.845360324192846333e-05,5.855356490785346414e-34,1.080564902072749582e-38
1.275081249999999955e+03,1.893110160687936928e-05,6.335808776767387833e-34,1.199483517289448155e-38
1.275099999999999909e+03,1.942659686985375334e-05,6.855389224023711580e-34,1.331818926522094564e-38
1.275118750000000091e+03,1.994014740769653850e-05,7.417260154103231921e-34,1.479068245427943813e-38
1.275137500000000045e+03,2.047180968890345023e-05,8.024837478618638633e-34,1.642891255970930895e-38
1.275156250000000000e+03,2.102163825844705818e-05,8.681810873453317553e-34,1.825127530660133605e-38
1.275174999999999955e+03,2.158968573545040699e-05,9.392165544924990059e-34,2.027815303828618856e-38
1.275193749999999909e+03,2.217600279521139489e-05,1.016020571242713106e-33,2.253212260314579844e-38
1.275212500000000091e+03,2.278063816499357219e-05,1.099057994192350503e-33,2.503818433210578554e-38
1.275231250000000045e+03,2.340363860902530980e-05,1.188830847476212511e-33,2.782401415829499650e-38
1.275250000000000000e+03,2.404504892631606017e-05,1.285881270775668919e-33,3.092024117456550358e-38
1.275268749999999955e+03,2.470491193610008254e-05,1.390794699258579055e-33,3.436075309106672815e-38
1.275287499999999909e+03,2.538326847359545401e-05,1.504203293523139065e-33,3.818303234308862375e-38
1.275306250000000091e+03,2.608015737681586144e-05,1.626789639054301354e-33,4.242852581002593732e-38
1.275325000000000045e+03,2.679561548211073578e-05,1.759290736171632534e-33,4.714305143526125826e-38
1.275343750000000000e+03,2.752967761305767535e-05,1.902502303131876982e-33,5.237724530193821175e-38
1.275362499999999955e+03,2.828237657539832390e-05,2.057283416716778822e-33,5.818705309604629781e-38
