Thorlabs Beam
Version: 9.1.5787.560
Date yyyy/MM/dd	2025/12/25
Time H:mm:ss	21:33:47

Device: 	BP209-IR/M
S/N: 	M00567450

Wavelength	[nm]	900

Measurement	Time [hh:mm:ss:zzz]	Peak Position X[É m]	Peak Position Y[É m]	Centroid Position X[É m]	Centroid Position Y[É m]	AD Saturation[%]	Total Power[dBm]	Beam Width Clip X[É m]	Beam Width Clip Y[É m]	Gaussian Intensity X[%]	Gaussian Intensity Y[%]	Gaussian Diameter X[É m]	Gaussian Diameter Y[É m]	
34	21:33:50.692	21.60	-963.60	240.79	-1066.26	21.47	5.54	2721.14	3084.42	91.70	92.96	2698.48	2964.61	
35	21:33:50.801	21.60	-963.60	240.79	-1066.26	21.47	5.54	2721.14	3084.42	91.70	92.96	2698.48	2964.61	
36	21:33:50.894	21.60	-963.60	240.79	-1066.26	21.47	5.54	2721.14	3084.42	91.70	92.96	2698.48	2964.61	
37	21:33:50.996	12.00	-963.60	239.00	-1066.48	21.42	5.54	2712.96	3068.49	91.69	93.02	2702.16	2964.34	
38	21:33:51.096	12.00	-963.60	239.00	-1066.48	21.42	5.54	2712.96	3068.49	91.69	93.02	2702.16	2964.34	
39	21:33:51.211	12.00	-963.60	239.00	-1066.48	21.42	5.54	2712.96	3068.49	91.69	93.02	2702.16	2964.34	
40	21:33:51.303	12.00	-963.60	239.00	-1066.48	21.42	5.54	2712.96	3068.49	91.69	93.02	2702.16	2964.34	
41	21:33:51.409	12.00	-963.60	239.00	-1066.48	21.42	5.54	2712.96	3068.49	91.69	93.02	2702.16	2964.34	
42	21:33:51.536	30.00	-961.20	238.50	-1063.73	21.49	5.54	2729.75	3082.09	91.72	92.97	2697.72	2965.48	
43	21:33:51.622	30.00	-961.20	238.50	-1063.73	21.49	5.54	2729.75	3082.09	91.72	92.97	2697.72	2965.48	
44	21:33:51.706	30.00	-961.20	238.50	-1063.73	21.49	5.54	2729.75	3082.09	91.72	92.97	2697.72	2965.48	
45	21:33:51.811	30.00	-961.20	238.50	-1063.73	21.49	5.54	2729.75	3082.09	91.72	92.97	2697.72	2965.48	
46	21:33:51.949	30.00	-961.20	238.50	-1063.73	21.49	5.54	2729.75	3082.09	91.72	92.97	2697.72	2965.48	
47	21:33:52.069	30.00	-961.20	237.00	-1063.82	21.48	5.54	2736.03	3089.24	91.70	93.03	2701.14	2966.92	
48	21:33:52.148	30.00	-961.20	237.00	-1063.82	21.48	5.54	2736.03	3089.24	91.70	93.03	2701.14	2966.92	
49	21:33:52.236	30.00	-961.20	237.00	-1063.82	21.48	5.54	2736.03	3089.24	91.70	93.03	2701.14	2966.92	
50	21:33:52.318	30.00	-961.20	237.00	-1063.82	21.48	5.54	2736.03	3089.24	91.70	93.03	2701.14	2966.92	
51	21:33:52.422	30.00	-961.20	237.00	-1063.82	21.48	5.54	2736.03	3089.24	91.70	93.03	2701.14	2966.92	
52	21:33:52.522	30.00	-961.20	237.00	-1063.82	21.48	5.54	2736.03	3089.24	91.70	93.03	2701.14	2966.92	
53	21:33:52.616	-1.20	-972.00	239.98	-1067.09	21.49	5.54	2717.28	3088.43	91.69	93.02	2700.35	2964.13	
54	21:33:52.730	-1.20	-972.00	239.98	-1067.09	21.49	5.54	2717.28	3088.43	91.69	93.02	2700.35	2964.13	
55	21:33:52.824	-1.20	-972.00	239.98	-1067.09	21.49	5.54	2717.28	3088.43	91.69	93.02	2700.35	2964.13	
56	21:33:52.922	-1.20	-972.00	239.98	-1067.09	21.49	5.54	2717.28	3088.43	91.69	93.02	2700.35	2964.13	
57	21:33:53.029	-1.20	-972.00	239.98	-1067.09	21.49	5.54	2717.28	3088.43	91.69	93.02	2700.35	2964.13	
58	21:33:53.126	19.20	-961.20	238.66	-1068.21	21.52	5.54	2733.40	3058.60	91.69	93.02	2699.55	2964.56	
59	21:33:53.246	19.20	-961.20	238.66	-1068.21	21.52	5.54	2733.40	3058.60	91.69	93.02	2699.55	2964.56	
60	21:33:53.324	19.20	-961.20	238.66	-1068.21	21.52	5.54	2733.40	3058.60	91.69	93.02	2699.55	2964.56	
61	21:33:53.429	19.20	-961.20	238.66	-1068.21	21.52	5.54	2733.40	3058.60	91.69	93.02	2699.55	2964.56	
62	21:33:53.533	19.20	-961.20	238.66	-1068.21	21.52	5.54	2733.40	3058.60	91.69	93.02	2699.55	2964.56	
63	21:33:53.654	-8.40	-945.60	239.52	-1070.02	21.49	5.54	2718.70	3069.25	91.66	93.00	2697.84	2961.36	
64	21:33:53.732	-8.40	-945.60	239.52	-1070.02	21.49	5.54	2718.70	3069.25	91.66	93.00	2697.84	2961.36	
65	21:33:53.843	-8.40	-945.60	239.52	-1070.02	21.49	5.54	2718.70	3069.25	91.66	93.00	2697.84	2961.36	
66	21:33:53.931	-8.40	-945.60	239.52	-1070.02	21.49	5.54	2718.70	3069.25	91.66	93.00	2697.84	2961.36	
67	21:33:54.059	-8.40	-945.60	239.52	-1070.02	21.49	5.54	2718.70	3069.25	91.66	93.00	2697.84	2961.36	
68	21:33:54.152	20.40	-967.20	238.50	-1062.76	21.55	5.54	2736.20	3088.61	91.68	92.98	2698.47	2971.97	
69	21:33:54.240	20.40	-967.20	238.50	-1062.76	21.55	5.54	2736.20	3088.61	91.68	92.98	2698.47	2971.97	
70	21:33:54.339	20.40	-967.20	238.50	-1062.76	21.55	5.54	2736.20	3088.61	91.68	92.98	2698.47	2971.97	
71	21:33:54.467	20.40	-967.20	238.50	-1062.76	21.55	5.54	2736.20	3088.61	91.68	92.98	2698.47	2971.97	
72	21:33:54.547	20.40	-967.20	238.50	-1062.76	21.55	5.54	2736.20	3088.61	91.68	92.98	2698.47	2971.97	
73	21:33:54.668	20.40	-967.20	238.50	-1062.76	21.55	5.54	2736.20	3088.61	91.68	92.98	2698.47	2971.97	
74	21:33:54.761	-1.20	-954.00	237.96	-1068.59	21.52	5.54	2735.34	3054.59	91.65	92.99	2698.55	2962.88	
75	21:33:54.851	-1.20	-954.00	237.96	-1068.59	21.52	5.54	2735.34	3054.59	91.65	92.99	2698.55	2962.88	
76	21:33:54.954	-1.20	-954.00	237.96	-1068.59	21.52	5.54	2735.34	3054.59	91.65	92.99	2698.55	2962.88	
77	21:33:55.075	-1.20	-954.00	237.96	-1068.59	21.52	5.54	2735.34	3054.59	91.65	92.99	2698.55	2962.88	
78	21:33:55.161	-1.20	-954.00	237.96	-1068.59	21.52	5.54	2735.34	3054.59	91.65	92.99	2698.55	2962.88	
79	21:33:55.254	-1.20	-954.00	237.96	-1068.59	21.52	5.54	2735.34	3054.59	91.65	92.99	2698.55	2962.88	
80	21:33:55.356	40.80	-981.60	237.88	-1070.12	21.52	5.54	2704.96	3086.76	91.70	92.98	2701.32	2962.14	
81	21:33:55.467	40.80	-981.60	237.88	-1070.12	21.52	5.54	2704.96	3086.76	91.70	92.98	2701.32	2962.14	
82	21:33:55.567	40.80	-981.60	237.88	-1070.12	21.52	5.54	2704.96	3086.76	91.70	92.98	2701.32	2962.14	
83	21:33:55.660	40.80	-981.60	237.88	-1070.12	21.52	5.54	2704.96	3086.76	91.70	92.98	2701.32	2962.14	
84	21:33:55.756	40.80	-981.60	237.88	-1070.12	21.52	5.54	2704.96	3086.76	91.70	92.98	2701.32	2962.14	
85	21:33:55.859	8.40	-954.00	238.00	-1068.44	21.53	5.54	2733.99	3075.70	91.68	92.99	2699.29	2965.22	
86	21:33:55.972	8.40	-954.00	238.00	-1068.44	21.53	5.54	2733.99	3075.70	91.68	92.99	2699.29	2965.22	
87	21:33:56.064	8.40	-954.00	238.00	-1068.44	21.53	5.54	2733.99	3075.70	91.68	92.99	2699.29	2965.22	
88	21:33:56.169	8.40	-954.00	238.00	-1068.44	21.53	5.54	2733.99	3075.70	91.68	92.99	2699.29	2965.22	
89	21:33:56.297	8.40	-954.00	238.00	-1068.44	21.53	5.54	2733.99	3075.70	91.68	92.99	2699.29	2965.22	
90	21:33:56.389	-10.80	-969.60	238.50	-1064.80	21.52	5.54	2731.48	3072.51	91.69	92.96	2699.69	2967.51	
91	21:33:56.472	-10.80	-969.60	238.50	-1064.80	21.52	5.54	2731.48	3072.51	91.69	92.96	2699.69	2967.51	
92	21:33:56.575	-10.80	-969.60	238.50	-1064.80	21.52	5.54	2731.48	3072.51	91.69	92.96	2699.69	2967.51	
93	21:33:56.673	-10.80	-969.60	238.50	-1064.80	21.52	5.54	2731.48	3072.51	91.69	92.96	2699.69	2967.51	
94	21:33:56.790	-10.80	-969.60	238.50	-1064.80	21.52	5.54	2731.48	3072.51	91.69	92.96	2699.69	2967.51	
95	21:33:56.875	-10.80	-969.60	238.50	-1064.80	21.52	5.54	2731.48	3072.51	91.69	92.96	2699.69	2967.51	
96	21:33:57.005	7.20	-961.20	237.20	-1067.73	21.51	5.54	2713.65	3088.04	91.71	93.00	2699.06	2968.43	
97	21:33:57.089	7.20	-961.20	237.20	-1067.73	21.51	5.54	2713.65	3088.04	91.71	93.00	2699.06	2968.43	
98	21:33:57.183	7.20	-961.20	237.20	-1067.73	21.51	5.54	2713.65	3088.04	91.71	93.00	2699.06	2968.43	
99	21:33:57.284	7.20	-961.20	237.20	-1067.73	21.51	5.54	2713.65	3088.04	91.71	93.00	2699.06	2968.43	
100	21:33:57.405	7.20	-961.20	237.20	-1067.73	21.51	5.54	2713.65	3088.04	91.71	93.00	2699.06	2968.43	
101	21:33:57.498	-3.60	-943.20	238.74	-1064.85	21.56	5.54	2718.03	3087.48	91.66	92.99	2700.37	2967.88	
102	21:33:57.586	-3.60	-943.20	238.74	-1064.85	21.56	5.54	2718.03	3087.48	91.66	92.99	2700.37	2967.88	
103	21:33:57.690	-3.60	-943.20	238.74	-1064.85	21.56	5.54	2718.03	3087.48	91.66	92.99	2700.37	2967.88	
104	21:33:57.790	-3.60	-943.20	238.74	-1064.85	21.56	5.54	2718.03	3087.48	91.66	92.99	2700.37	2967.88	
105	21:33:57.915	-3.60	-943.20	238.74	-1064.85	21.56	5.54	2718.03	3087.48	91.66	92.99	2700.37	2967.88	
106	21:33:58.012	-3.60	-979.20	237.53	-1076.30	21.52	5.54	2736.59	3057.67	91.71	93.04	2696.80	2957.44	
107	21:33:58.093	-3.60	-979.20	237.53	-1076.30	21.52	5.54	2736.59	3057.67	91.71	93.04	2696.80	2957.44	
108	21:33:58.196	-3.60	-979.20	237.53	-1076.30	21.52	5.54	2736.59	3057.67	91.71	93.04	2696.80	2957.44	
109	21:33:58.302	-3.60	-979.20	237.53	-1076.30	21.52	5.54	2736.59	3057.67	91.71	93.04	2696.80	2957.44	
110	21:33:58.401	-3.60	-979.20	237.53	-1076.30	21.52	5.54	2736.59	3057.67	91.71	93.04	2696.80	2957.44	
111	21:33:58.503	-3.60	-979.20	237.53	-1076.30	21.52	5.54	2736.59	3057.67	91.71	93.04	2696.80	2957.44	
112	21:33:58.596	31.20	-957.60	237.92	-1070.72	21.52	5.54	2677.25	3069.67	91.67	92.98	2699.28	2962.65	
113	21:33:58.702	31.20	-957.60	237.92	-1070.72	21.52	5.54	2677.25	3069.67	91.67	92.98	2699.28	2962.65	
114	21:33:58.806	31.20	-957.60	237.92	-1070.72	21.52	5.54	2677.25	3069.67	91.67	92.98	2699.28	2962.65	
115	21:33:58.902	31.20	-957.60	237.92	-1070.72	21.52	5.54	2677.25	3069.67	91.67	92.98	2699.28	2962.65	
116	21:33:59.033	31.20	-957.60	237.92	-1070.72	21.52	5.54	2677.25	3069.67	91.67	92.98	2699.28	2962.65	
117	21:33:59.127	7.20	-931.20	239.38	-1067.35	21.53	5.54	2728.85	3085.01	91.69	92.98	2698.95	2967.45	
118	21:33:59.210	7.20	-931.20	239.38	-1067.35	21.53	5.54	2728.85	3085.01	91.69	92.98	2698.95	2967.45	
119	21:33:59.314	7.20	-931.20	239.38	-1067.35	21.53	5.54	2728.85	3085.01	91.69	92.98	2698.95	2967.45	
120	21:33:59.414	7.20	-931.20	239.38	-1067.35	21.53	5.54	2728.85	3085.01	91.69	92.98	2698.95	2967.45	
121	21:33:59.521	7.20	-931.20	239.38	-1067.35	21.53	5.54	2728.85	3085.01	91.69	92.98	2698.95	2967.45	
122	21:33:59.620	7.20	-931.20	239.38	-1067.35	21.53	5.54	2728.85	3085.01	91.69	92.98	2698.95	2967.45	
123	21:33:59.714	22.80	-990.00	239.02	-1063.44	21.52	5.54	2732.90	3067.37	91.66	93.02	2697.74	2969.30	
124	21:33:59.835	22.80	-990.00	239.02	-1063.44	21.52	5.54	2732.90	3067.37	91.66	93.02	2697.74	2969.30	
125	21:33:59.921	22.80	-990.00	239.02	-1063.44	21.52	5.54	2732.90	3067.37	91.66	93.02	2697.74	2969.30	
126	21:34:00.030	22.80	-990.00	239.02	-1063.44	21.52	5.54	2732.90	3067.37	91.66	93.02	2697.74	2969.30	
127	21:34:00.136	22.80	-990.00	239.02	-1063.44	21.52	5.54	2732.90	3067.37	91.66	93.02	2697.74	2969.30	
128	21:34:00.228	2.40	-976.80	239.43	-1070.53	21.50	5.54	2728.48	3082.25	91.70	93.03	2697.89	2963.55	
129	21:34:00.332	2.40	-976.80	239.43	-1070.53	21.50	5.54	2728.48	3082.25	91.70	93.03	2697.89	2963.55	
130	21:34:00.426	2.40	-976.80	239.43	-1070.53	21.50	5.54	2728.48	3082.25	91.70	93.03	2697.89	2963.55	
131	21:34:00.529	2.40	-976.80	239.43	-1070.53	21.50	5.54	2728.48	3082.25	91.70	93.03	2697.89	2963.55	
132	21:34:00.648	2.40	-976.80	239.43	-1070.53	21.50	5.54	2728.48	3082.25	91.70	93.03	2697.89	2963.55	
133	21:34:00.735	9.60	-973.20	238.67	-1066.29	21.49	5.54	2736.14	3086.95	91.68	93.02	2698.89	2969.74	
134	21:34:00.845	9.60	-973.20	238.67	-1066.29	21.49	5.54	2736.14	3086.95	91.68	93.02	2698.89	2969.74	
135	21:34:00.931	9.60	-973.20	238.67	-1066.29	21.49	5.54	2736.14	3086.95	91.68	93.02	2698.89	2969.74	
136	21:34:01.037	9.60	-973.20	238.67	-1066.29	21.49	5.54	2736.14	3086.95	91.68	93.02	2698.89	2969.74	
137	21:34:01.134	9.60	-973.20	238.67	-1066.29	21.49	5.54	2736.14	3086.95	91.68	93.02	2698.89	2969.74	
138	21:34:01.253	9.60	-973.20	238.67	-1066.29	21.49	5.54	2736.14	3086.95	91.68	93.02	2698.89	2969.74	
139	21:34:01.343	16.80	-973.20	241.00	-1067.64	21.51	5.54	2700.36	3087.85	91.72	93.01	2692.91	2968.37	
140	21:34:01.440	16.80	-973.20	241.00	-1067.64	21.51	5.54	2700.36	3087.85	91.72	93.01	2692.91	2968.37	
141	21:34:01.541	16.80	-973.20	241.00	-1067.64	21.51	5.54	2700.36	3087.85	91.72	93.01	2692.91	2968.37	
142	21:34:01.663	16.80	-973.20	241.00	-1067.64	21.51	5.54	2700.36	3087.85	91.72	93.01	2692.91	2968.37	
143	21:34:01.743	16.80	-973.20	241.00	-1067.64	21.51	5.54	2700.36	3087.85	91.72	93.01	2692.91	2968.37	
144	21:34:01.867	16.80	-973.20	241.00	-1067.64	21.51	5.54	2700.36	3087.85	91.72	93.01	2692.91	2968.37	
145	21:34:01.958	14.40	-972.00	239.50	-1063.15	21.49	5.54	2705.17	3080.08	91.70	93.07	2696.60	2967.42	
146	21:34:02.049	14.40	-972.00	239.50	-1063.15	21.49	5.54	2705.17	3080.08	91.70	93.07	2696.60	2967.42	
147	21:34:02.158	14.40	-972.00	239.50	-1063.15	21.49	5.54	2705.17	3080.08	91.70	93.07	2696.60	2967.42	
148	21:34:02.250	14.40	-972.00	239.50	-1063.15	21.49	5.54	2705.17	3080.08	91.70	93.07	2696.60	2967.42	
149	21:34:02.375	14.40	-972.00	239.50	-1063.15	21.49	5.54	2705.17	3080.08	91.70	93.07	2696.60	2967.42	
150	21:34:02.469	24.00	-950.40	240.59	-1070.49	21.49	5.54	2692.09	3084.15	91.72	93.01	2695.83	2962.15	
151	21:34:02.574	24.00	-950.40	240.59	-1070.49	21.49	5.54	2692.09	3084.15	91.72	93.01	2695.83	2962.15	
152	21:34:02.658	24.00	-950.40	240.59	-1070.49	21.49	5.54	2692.09	3084.15	91.72	93.01	2695.83	2962.15	
153	21:34:02.759	24.00	-950.40	240.59	-1070.49	21.49	5.54	2692.09	3084.15	91.72	93.01	2695.83	2962.15	
154	21:34:02.856	24.00	-950.40	240.59	-1070.49	21.49	5.54	2692.09	3084.15	91.72	93.01	2695.83	2962.15	
155	21:34:02.970	24.00	-950.40	240.59	-1070.49	21.49	5.54	2692.09	3084.15	91.72	93.01	2695.83	2962.15	
156	21:34:03.063	36.00	-969.60	239.27	-1067.31	21.52	5.54	2702.64	3082.44	91.73	93.04	2696.37	2962.76	
157	21:34:03.191	36.00	-969.60	239.27	-1067.31	21.52	5.54	2702.64	3082.44	91.73	93.04	2696.37	2962.76	
158	21:34:03.275	36.00	-969.60	239.27	-1067.31	21.52	5.54	2702.64	3082.44	91.73	93.04	2696.37	2962.76	
159	21:34:03.366	36.00	-969.60	239.27	-1067.31	21.52	5.54	2702.64	3082.44	91.73	93.04	2696.37	2962.76	
160	21:34:03.498	36.00	-969.60	239.27	-1067.31	21.52	5.54	2702.64	3082.44	91.73	93.04	2696.37	2962.76	
161	21:34:03.586	9.60	-967.20	238.83	-1067.31	21.52	5.54	2734.23	3052.14	91.71	92.99	2696.71	2968.72	
162	21:34:03.668	9.60	-967.20	238.83	-1067.31	21.52	5.54	2734.23	3052.14	91.71	92.99	2696.71	2968.72	
163	21:34:03.788	9.60	-967.20	238.83	-1067.31	21.52	5.54	2734.23	3052.14	91.71	92.99	2696.71	2968.72	
164	21:34:03.872	9.60	-967.20	238.83	-1067.31	21.52	5.54	2734.23	3052.14	91.71	92.99	2696.71	2968.72	
165	21:34:03.976	9.60	-967.20	238.83	-1067.31	21.52	5.54	2734.23	3052.14	91.71	92.99	2696.71	2968.72	
166	21:34:04.108	9.60	-967.20	238.83	-1067.31	21.52	5.54	2734.23	3052.14	91.71	92.99	2696.71	2968.72	
167	21:34:04.226	-7.20	-988.80	240.48	-1067.75	21.49	5.54	2733.48	3082.92	91.71	93.04	2696.63	2966.30	
168	21:34:04.315	-7.20	-988.80	240.48	-1067.75	21.49	5.54	2733.48	3082.92	91.71	93.04	2696.63	2966.30	
169	21:34:04.403	-7.20	-988.80	240.48	-1067.75	21.49	5.54	2733.48	3082.92	91.71	93.04	2696.63	2966.30	
170	21:34:04.488	-7.20	-988.80	240.48	-1067.75	21.49	5.54	2733.48	3082.92	91.71	93.04	2696.63	2966.30	
171	21:34:04.588	-7.20	-988.80	240.48	-1067.75	21.49	5.54	2733.48	3082.92	91.71	93.04	2696.63	2966.30	
172	21:34:04.693	-7.20	-988.80	240.48	-1067.75	21.49	5.54	2733.48	3082.92	91.71	93.04	2696.63	2966.30	
173	21:34:04.786	13.20	-964.80	238.53	-1069.56	21.52	5.54	2720.19	3070.63	91.70	93.03	2699.47	2964.08	
174	21:34:04.897	13.20	-964.80	238.53	-1069.56	21.52	5.54	2720.19	3070.63	91.70	93.03	2699.47	2964.08	
175	21:34:05.006	13.20	-964.80	238.53	-1069.56	21.52	5.54	2720.19	3070.63	91.70	93.03	2699.47	2964.08	
176	21:34:05.093	13.20	-964.80	238.53	-1069.56	21.52	5.54	2720.19	3070.63	91.70	93.03	2699.47	2964.08	
177	21:34:05.196	13.20	-964.80	238.53	-1069.56	21.52	5.54	2720.19	3070.63	91.70	93.03	2699.47	2964.08	
178	21:34:05.290	21.60	-976.80	238.66	-1068.62	21.47	5.54	2735.02	3074.97	91.73	92.98	2697.03	2967.06	
179	21:34:05.412	21.60	-976.80	238.66	-1068.62	21.47	5.54	2735.02	3074.97	91.73	92.98	2697.03	2967.06	
180	21:34:05.496	21.60	-976.80	238.66	-1068.62	21.47	5.54	2735.02	3074.97	91.73	92.98	2697.03	2967.06	
181	21:34:05.604	21.60	-976.80	238.66	-1068.62	21.47	5.54	2735.02	3074.97	91.73	92.98	2697.03	2967.06	
182	21:34:05.700	21.60	-976.80	238.66	-1068.62	21.47	5.54	2735.02	3074.97	91.73	92.98	2697.03	2967.06	
183	21:34:05.823	-2.40	-954.00	238.80	-1064.47	21.50	5.54	2711.32	3071.93	91.64	92.99	2702.94	2969.42	
184	21:34:05.908	-2.40	-954.00	238.80	-1064.47	21.50	5.54	2711.32	3071.93	91.64	92.99	2702.94	2969.42	
185	21:34:06.032	-2.40	-954.00	238.80	-1064.47	21.50	5.54	2711.32	3071.93	91.64	92.99	2702.94	2969.42	
186	21:34:06.103	-2.40	-954.00	238.80	-1064.47	21.50	5.54	2711.32	3071.93	91.64	92.99	2702.94	2969.42	
187	21:34:06.236	-2.40	-954.00	238.80	-1064.47	21.50	5.54	2711.32	3071.93	91.64	92.99	2702.94	2969.42	
188	21:34:06.330	27.60	-948.00	236.74	-1070.52	21.47	5.54	2722.72	3087.74	91.72	93.05	2699.05	2968.37	
189	21:34:06.411	27.60	-948.00	236.74	-1070.52	21.47	5.54	2722.72	3087.74	91.72	93.05	2699.05	2968.37	
190	21:34:06.520	27.60	-948.00	236.74	-1070.52	21.47	5.54	2722.72	3087.74	91.72	93.05	2699.05	2968.37	
191	21:34:06.614	27.60	-948.00	236.74	-1070.52	21.47	5.54	2722.72	3087.74	91.72	93.05	2699.05	2968.37	
192	21:34:06.723	27.60	-948.00	236.74	-1070.52	21.47	5.54	2722.72	3087.74	91.72	93.05	2699.05	2968.37	
193	21:34:06.814	27.60	-948.00	236.74	-1070.52	21.47	5.54	2722.72	3087.74	91.72	93.05	2699.05	2968.37	
194	21:34:06.950	-21.60	-956.40	240.11	-1067.56	21.48	5.54	2727.71	3072.49	91.70	93.03	2696.41	2966.02	
195	21:34:07.036	-21.60	-956.40	240.11	-1067.56	21.48	5.54	2727.71	3072.49	91.70	93.03	2696.41	2966.02	
196	21:34:07.121	-21.60	-956.40	240.11	-1067.56	21.48	5.54	2727.71	3072.49	91.70	93.03	2696.41	2966.02	
197	21:34:07.228	-21.60	-956.40	240.11	-1067.56	21.48	5.54	2727.71	3072.49	91.70	93.03	2696.41	2966.02	
198	21:34:07.325	-21.60	-956.40	240.11	-1067.56	21.48	5.54	2727.71	3072.49	91.70	93.03	2696.41	2966.02	
199	21:34:07.421	-9.60	-985.20	239.03	-1068.97	21.49	5.54	2708.38	3083.81	91.74	93.05	2695.99	2963.54	
200	21:34:07.529	-9.60	-985.20	239.03	-1068.97	21.49	5.54	2708.38	3083.81	91.74	93.05	2695.99	2963.54	
201	21:34:07.637	-9.60	-985.20	239.03	-1068.97	21.49	5.54	2708.38	3083.81	91.74	93.05	2695.99	2963.54	
202	21:34:07.734	-9.60	-985.20	239.03	-1068.97	21.49	5.54	2708.38	3083.81	91.74	93.05	2695.99	2963.54	
