Thorlabs Beam
Version: 9.1.5787.560
Date yyyy/MM/dd	2025/12/25
Time H:mm:ss	21:31:58

Device: 	BP209-IR/M
S/N: 	M00567450

Wavelength	[nm]	900

Measurement	Time [hh:mm:ss:zzz]	Peak Position X[É m]	Peak Position Y[É m]	Centroid Position X[É m]	Centroid Position Y[É m]	AD Saturation[%]	Total Power[dBm]	Beam Width Clip X[É m]	Beam Width Clip Y[É m]	Gaussian Intensity X[%]	Gaussian Intensity Y[%]	Gaussian Diameter X[É m]	Gaussian Diameter Y[É m]	
32	21:32:01.526	-12.00	-788.40	184.67	-877.07	21.03	5.54	2753.93	3102.59	91.56	92.71	2733.24	3010.36	
33	21:32:01.634	-12.00	-788.40	184.67	-877.07	21.03	5.54	2753.93	3102.59	91.56	92.71	2733.24	3010.36	
34	21:32:01.732	-12.00	-788.40	184.67	-877.07	21.03	5.54	2753.93	3102.59	91.56	92.71	2733.24	3010.36	
35	21:32:01.845	-12.00	-788.40	184.67	-877.07	21.03	5.54	2753.93	3102.59	91.56	92.71	2733.24	3010.36	
36	21:32:01.966	-66.00	-763.20	182.21	-882.42	21.01	5.54	2769.29	3129.23	91.51	92.71	2736.89	3009.13	
37	21:32:02.073	-66.00	-763.20	182.21	-882.42	21.01	5.54	2769.29	3129.23	91.51	92.71	2736.89	3009.13	
38	21:32:02.205	-66.00	-763.20	182.21	-882.42	21.01	5.54	2769.29	3129.23	91.51	92.71	2736.89	3009.13	
39	21:32:02.308	-66.00	-763.20	182.21	-882.42	21.01	5.54	2769.29	3129.23	91.51	92.71	2736.89	3009.13	
40	21:32:02.425	-66.00	-763.20	182.21	-882.42	21.01	5.54	2769.29	3129.23	91.51	92.71	2736.89	3009.13	
41	21:32:02.591	-42.00	-788.40	182.59	-874.65	21.00	5.54	2786.75	3127.11	91.52	92.69	2741.78	3017.91	
42	21:32:02.753	-42.00	-788.40	182.59	-874.65	21.00	5.54	2786.75	3127.11	91.52	92.69	2741.78	3017.91	
43	21:32:02.840	-42.00	-788.40	182.59	-874.65	21.00	5.54	2786.75	3127.11	91.52	92.69	2741.78	3017.91	
44	21:32:02.930	-42.00	-788.40	182.59	-874.65	21.00	5.54	2786.75	3127.11	91.52	92.69	2741.78	3017.91	
45	21:32:03.031	-56.40	-765.60	181.80	-1231.70	20.36	5.54	2768.71	2927.03	91.48	92.32	2746.05	2804.58	
46	21:32:03.126	-56.40	-765.60	181.80	-1231.70	20.36	5.54	2768.71	2927.03	91.48	92.32	2746.05	2804.58	
47	21:32:03.216	-56.40	-765.60	181.80	-1231.70	20.36	5.54	2768.71	2927.03	91.48	92.32	2746.05	2804.58	
48	21:32:03.308	-56.40	-765.60	181.80	-1231.70	20.36	5.54	2768.71	2927.03	91.48	92.32	2746.05	2804.58	
49	21:32:03.402	-56.40	-765.60	181.80	-1231.70	20.36	5.54	2768.71	2927.03	91.48	92.32	2746.05	2804.58	
50	21:32:03.501	-56.40	-765.60	181.80	-1231.70	20.36	5.54	2768.71	2927.03	91.48	92.32	2746.05	2804.58	
51	21:32:03.622	-14.40	-774.00	182.96	-1238.71	20.37	5.54	2773.19	2949.48	91.52	92.25	2737.19	2802.53	
52	21:32:03.719	-14.40	-774.00	182.96	-1238.71	20.37	5.54	2773.19	2949.48	91.52	92.25	2737.19	2802.53	
53	21:32:03.818	-14.40	-774.00	182.96	-1238.71	20.37	5.54	2773.19	2949.48	91.52	92.25	2737.19	2802.53	
54	21:32:03.923	-14.40	-774.00	182.96	-1238.71	20.37	5.54	2773.19	2949.48	91.52	92.25	2737.19	2802.53	
55	21:32:04.025	-14.40	-774.00	182.96	-1238.71	20.37	5.54	2773.19	2949.48	91.52	92.25	2737.19	2802.53	
56	21:32:04.148	-39.60	-772.80	185.46	-1230.42	20.40	5.54	2771.35	2949.84	91.54	92.30	2736.48	2806.42	
57	21:32:04.284	-39.60	-772.80	185.46	-1230.42	20.40	5.54	2771.35	2949.84	91.54	92.30	2736.48	2806.42	
58	21:32:04.422	-39.60	-772.80	185.46	-1230.42	20.40	5.54	2771.35	2949.84	91.54	92.30	2736.48	2806.42	
59	21:32:04.511	-39.60	-772.80	185.46	-1230.42	20.40	5.54	2771.35	2949.84	91.54	92.30	2736.48	2806.42	
60	21:32:04.593	-39.60	-772.80	185.46	-1230.42	20.40	5.54	2771.35	2949.84	91.54	92.30	2736.48	2806.42	
61	21:32:04.696	-46.80	-750.00	184.62	-873.95	20.99	5.54	2769.57	3135.94	91.57	92.71	2736.02	3015.36	
62	21:32:04.804	-46.80	-750.00	184.62	-873.95	20.99	5.54	2769.57	3135.94	91.57	92.71	2736.02	3015.36	
63	21:32:04.904	-46.80	-750.00	184.62	-873.95	20.99	5.54	2769.57	3135.94	91.57	92.71	2736.02	3015.36	
64	21:32:05.014	-46.80	-750.00	184.62	-873.95	20.99	5.54	2769.57	3135.94	91.57	92.71	2736.02	3015.36	
65	21:32:05.136	-46.80	-750.00	184.62	-873.95	20.99	5.54	2769.57	3135.94	91.57	92.71	2736.02	3015.36	
66	21:32:05.265	-44.40	-795.60	184.40	-880.36	21.01	5.54	2743.63	3117.31	91.54	92.71	2737.98	3005.54	
67	21:32:05.387	-44.40	-795.60	184.40	-880.36	21.01	5.54	2743.63	3117.31	91.54	92.71	2737.98	3005.54	
68	21:32:05.516	-44.40	-795.60	184.40	-880.36	21.01	5.54	2743.63	3117.31	91.54	92.71	2737.98	3005.54	
69	21:32:05.628	-44.40	-795.60	184.40	-880.36	21.01	5.54	2743.63	3117.31	91.54	92.71	2737.98	3005.54	
70	21:32:05.717	-44.40	-795.60	184.40	-880.36	21.01	5.54	2743.63	3117.31	91.54	92.71	2737.98	3005.54	
71	21:32:05.819	-36.00	-748.80	183.95	-1233.04	20.35	5.54	2748.45	2957.65	91.52	92.27	2734.45	2801.75	
72	21:32:05.914	-36.00	-748.80	183.95	-1233.04	20.35	5.54	2748.45	2957.65	91.52	92.27	2734.45	2801.75	
73	21:32:06.016	-36.00	-748.80	183.95	-1233.04	20.35	5.54	2748.45	2957.65	91.52	92.27	2734.45	2801.75	
74	21:32:06.112	-36.00	-748.80	183.95	-1233.04	20.35	5.54	2748.45	2957.65	91.52	92.27	2734.45	2801.75	
75	21:32:06.251	-36.00	-748.80	183.95	-1233.04	20.35	5.54	2748.45	2957.65	91.52	92.27	2734.45	2801.75	
76	21:32:06.355	-55.20	-742.80	182.52	-878.37	20.99	5.54	2771.54	3121.03	91.51	92.72	2736.52	3010.53	
77	21:32:06.450	-55.20	-742.80	182.52	-878.37	20.99	5.54	2771.54	3121.03	91.51	92.72	2736.52	3010.53	
78	21:32:06.557	-55.20	-742.80	182.52	-878.37	20.99	5.54	2771.54	3121.03	91.51	92.72	2736.52	3010.53	
79	21:32:06.682	-55.20	-742.80	182.52	-878.37	20.99	5.54	2771.54	3121.03	91.51	92.72	2736.52	3010.53	
80	21:32:06.786	-55.20	-742.80	182.52	-878.37	20.99	5.54	2771.54	3121.03	91.51	92.72	2736.52	3010.53	
81	21:32:06.898	-72.00	-774.00	182.52	-881.13	20.99	5.54	2779.21	3127.78	91.49	92.72	2736.83	3005.94	
82	21:32:07.005	-72.00	-774.00	182.52	-881.13	20.99	5.54	2779.21	3127.78	91.49	92.72	2736.83	3005.94	
83	21:32:07.106	-72.00	-774.00	182.52	-881.13	20.99	5.54	2779.21	3127.78	91.49	92.72	2736.83	3005.94	
84	21:32:07.207	-72.00	-774.00	182.52	-881.13	20.99	5.54	2779.21	3127.78	91.49	92.72	2736.83	3005.94	
85	21:32:07.306	-72.00	-774.00	182.52	-881.13	20.99	5.54	2779.21	3127.78	91.49	92.72	2736.83	3005.94	
86	21:32:07.416	-36.00	-771.60	182.71	-879.32	21.02	5.54	2775.28	3095.96	91.55	92.71	2732.64	3009.00	
87	21:32:07.517	-36.00	-771.60	182.71	-879.32	21.02	5.54	2775.28	3095.96	91.55	92.71	2732.64	3009.00	
88	21:32:07.617	-36.00	-771.60	182.71	-879.32	21.02	5.54	2775.28	3095.96	91.55	92.71	2732.64	3009.00	
89	21:32:07.721	-36.00	-771.60	182.71	-879.32	21.02	5.54	2775.28	3095.96	91.55	92.71	2732.64	3009.00	
90	21:32:07.824	-36.00	-771.60	182.71	-879.32	21.02	5.54	2775.28	3095.96	91.55	92.71	2732.64	3009.00	
91	21:32:07.929	-27.60	-762.00	184.71	-875.98	20.96	5.54	2756.70	3126.20	91.49	92.73	2735.83	3009.69	
92	21:32:08.026	-27.60	-762.00	184.71	-875.98	20.96	5.54	2756.70	3126.20	91.49	92.73	2735.83	3009.69	
93	21:32:08.119	-27.60	-762.00	184.71	-875.98	20.96	5.54	2756.70	3126.20	91.49	92.73	2735.83	3009.69	
94	21:32:08.244	-27.60	-762.00	184.71	-875.98	20.96	5.54	2756.70	3126.20	91.49	92.73	2735.83	3009.69	
95	21:32:08.352	-27.60	-762.00	184.71	-875.98	20.96	5.54	2756.70	3126.20	91.49	92.73	2735.83	3009.69	
96	21:32:08.460	-32.40	-772.80	184.47	-879.27	21.02	5.54	2776.55	3126.43	91.49	92.67	2741.55	3006.20	
97	21:32:08.570	-32.40	-772.80	184.47	-879.27	21.02	5.54	2776.55	3126.43	91.49	92.67	2741.55	3006.20	
98	21:32:08.703	-32.40	-772.80	184.47	-879.27	21.02	5.54	2776.55	3126.43	91.49	92.67	2741.55	3006.20	
99	21:32:08.808	-32.40	-772.80	184.47	-879.27	21.02	5.54	2776.55	3126.43	91.49	92.67	2741.55	3006.20	
100	21:32:08.909	-32.40	-772.80	184.47	-879.27	21.02	5.54	2776.55	3126.43	91.49	92.67	2741.55	3006.20	
101	21:32:09.022	-24.00	-781.20	185.29	-874.11	21.01	5.54	2759.48	3127.37	91.53	92.68	2736.46	3016.65	
102	21:32:09.108	-24.00	-781.20	185.29	-874.11	21.01	5.54	2759.48	3127.37	91.53	92.68	2736.46	3016.65	
103	21:32:09.204	-24.00	-781.20	185.29	-874.11	21.01	5.54	2759.48	3127.37	91.53	92.68	2736.46	3016.65	
104	21:32:09.297	-24.00	-781.20	185.29	-874.11	21.01	5.54	2759.48	3127.37	91.53	92.68	2736.46	3016.65	
105	21:32:09.401	-24.00	-781.20	185.29	-874.11	21.01	5.54	2759.48	3127.37	91.53	92.68	2736.46	3016.65	
106	21:32:09.491	-24.00	-781.20	185.29	-874.11	21.01	5.54	2759.48	3127.37	91.53	92.68	2736.46	3016.65	
107	21:32:09.586	-61.20	-775.20	182.99	-879.97	20.99	5.54	2758.12	3114.83	91.56	92.70	2734.38	3003.17	
108	21:32:09.685	-61.20	-775.20	182.99	-879.97	20.99	5.54	2758.12	3114.83	91.56	92.70	2734.38	3003.17	
109	21:32:09.786	-61.20	-775.20	182.99	-879.97	20.99	5.54	2758.12	3114.83	91.56	92.70	2734.38	3003.17	
110	21:32:09.883	-61.20	-775.20	182.99	-879.97	20.99	5.54	2758.12	3114.83	91.56	92.70	2734.38	3003.17	
111	21:32:09.976	-61.20	-775.20	182.99	-879.97	20.99	5.54	2758.12	3114.83	91.56	92.70	2734.38	3003.17	
112	21:32:10.072	-61.20	-775.20	182.99	-879.97	20.99	5.54	2758.12	3114.83	91.56	92.70	2734.38	3003.17	
113	21:32:10.174	-34.80	-741.60	184.53	-875.90	20.99	5.54	2758.94	3118.11	91.53	92.71	2734.05	3009.82	
114	21:32:10.265	-34.80	-741.60	184.53	-875.90	20.99	5.54	2758.94	3118.11	91.53	92.71	2734.05	3009.82	
115	21:32:10.363	-34.80	-741.60	184.53	-875.90	20.99	5.54	2758.94	3118.11	91.53	92.71	2734.05	3009.82	
116	21:32:10.454	-34.80	-741.60	184.53	-875.90	20.99	5.54	2758.94	3118.11	91.53	92.71	2734.05	3009.82	
117	21:32:10.549	-34.80	-741.60	184.53	-875.90	20.99	5.54	2758.94	3118.11	91.53	92.71	2734.05	3009.82	
118	21:32:10.647	-34.80	-741.60	184.53	-875.90	20.99	5.54	2758.94	3118.11	91.53	92.71	2734.05	3009.82	
119	21:32:10.752	-15.60	-774.00	181.98	-876.57	21.04	5.54	2756.16	3107.22	91.50	92.67	2737.29	3006.07	
120	21:32:10.843	-15.60	-774.00	181.98	-876.57	21.04	5.54	2756.16	3107.22	91.50	92.67	2737.29	3006.07	
121	21:32:10.941	-15.60	-774.00	181.98	-876.57	21.04	5.54	2756.16	3107.22	91.50	92.67	2737.29	3006.07	
122	21:32:11.044	-15.60	-774.00	181.98	-876.57	21.04	5.54	2756.16	3107.22	91.50	92.67	2737.29	3006.07	
123	21:32:11.149	-15.60	-774.00	181.98	-876.57	21.04	5.54	2756.16	3107.22	91.50	92.67	2737.29	3006.07	
124	21:32:11.252	-69.60	-752.40	183.97	-873.22	20.99	5.54	2762.38	3119.88	91.53	92.67	2735.83	3014.68	
125	21:32:11.347	-69.60	-752.40	183.97	-873.22	20.99	5.54	2762.38	3119.88	91.53	92.67	2735.83	3014.68	
126	21:32:11.445	-69.60	-752.40	183.97	-873.22	20.99	5.54	2762.38	3119.88	91.53	92.67	2735.83	3014.68	
127	21:32:11.547	-69.60	-752.40	183.97	-873.22	20.99	5.54	2762.38	3119.88	91.53	92.67	2735.83	3014.68	
128	21:32:11.645	-69.60	-752.40	183.97	-873.22	20.99	5.54	2762.38	3119.88	91.53	92.67	2735.83	3014.68	
129	21:32:11.747	-69.60	-752.40	183.97	-873.22	20.99	5.54	2762.38	3119.88	91.53	92.67	2735.83	3014.68	
130	21:32:11.850	-48.00	-741.60	183.68	-877.06	20.98	5.54	2763.70	3125.49	91.51	92.66	2736.97	3010.46	
131	21:32:11.942	-48.00	-741.60	183.68	-877.06	20.98	5.54	2763.70	3125.49	91.51	92.66	2736.97	3010.46	
132	21:32:12.065	-48.00	-741.60	183.68	-877.06	20.98	5.54	2763.70	3125.49	91.51	92.66	2736.97	3010.46	
133	21:32:12.163	-48.00	-741.60	183.68	-877.06	20.98	5.54	2763.70	3125.49	91.51	92.66	2736.97	3010.46	
134	21:32:12.256	-48.00	-741.60	183.68	-877.06	20.98	5.54	2763.70	3125.49	91.51	92.66	2736.97	3010.46	
135	21:32:12.356	-27.60	-745.20	183.80	-875.57	20.99	5.54	2778.22	3115.10	91.52	92.70	2737.64	3011.50	
136	21:32:12.443	-27.60	-745.20	183.80	-875.57	20.99	5.54	2778.22	3115.10	91.52	92.70	2737.64	3011.50	
137	21:32:12.550	-27.60	-745.20	183.80	-875.57	20.99	5.54	2778.22	3115.10	91.52	92.70	2737.64	3011.50	
138	21:32:12.651	-27.60	-745.20	183.80	-875.57	20.99	5.54	2778.22	3115.10	91.52	92.70	2737.64	3011.50	
139	21:32:12.757	-27.60	-745.20	183.80	-875.57	20.99	5.54	2778.22	3115.10	91.52	92.70	2737.64	3011.50	
140	21:32:12.865	-33.60	-751.20	184.69	-873.41	21.01	5.54	2770.39	3115.11	91.52	92.68	2733.26	3009.16	
141	21:32:12.957	-33.60	-751.20	184.69	-873.41	21.01	5.54	2770.39	3115.11	91.52	92.68	2733.26	3009.16	
142	21:32:13.057	-33.60	-751.20	184.69	-873.41	21.01	5.54	2770.39	3115.11	91.52	92.68	2733.26	3009.16	
143	21:32:13.150	-33.60	-751.20	184.69	-873.41	21.01	5.54	2770.39	3115.11	91.52	92.68	2733.26	3009.16	
144	21:32:13.251	-33.60	-751.20	184.69	-873.41	21.01	5.54	2770.39	3115.11	91.52	92.68	2733.26	3009.16	
145	21:32:13.348	-33.60	-751.20	184.69	-873.41	21.01	5.54	2770.39	3115.11	91.52	92.68	2733.26	3009.16	
146	21:32:13.483	-32.40	-775.20	183.06	-880.83	21.04	5.54	2767.64	3120.17	91.50	92.68	2737.76	3004.65	
147	21:32:13.585	-32.40	-775.20	183.06	-880.83	21.04	5.54	2767.64	3120.17	91.50	92.68	2737.76	3004.65	
148	21:32:13.674	-32.40	-775.20	183.06	-880.83	21.04	5.54	2767.64	3120.17	91.50	92.68	2737.76	3004.65	
149	21:32:13.766	-32.40	-775.20	183.06	-880.83	21.04	5.54	2767.64	3120.17	91.50	92.68	2737.76	3004.65	
150	21:32:13.857	-32.40	-775.20	183.06	-880.83	21.04	5.54	2767.64	3120.17	91.50	92.68	2737.76	3004.65	
151	21:32:13.961	-73.20	-762.00	183.46	-880.31	21.06	5.54	2774.38	3099.90	91.45	92.68	2730.85	3003.90	
152	21:32:14.071	-73.20	-762.00	183.46	-880.31	21.06	5.54	2774.38	3099.90	91.45	92.68	2730.85	3003.90	
153	21:32:14.164	-73.20	-762.00	183.46	-880.31	21.06	5.54	2774.38	3099.90	91.45	92.68	2730.85	3003.90	
154	21:32:14.259	-73.20	-762.00	183.46	-880.31	21.06	5.54	2774.38	3099.90	91.45	92.68	2730.85	3003.90	
155	21:32:14.362	-73.20	-762.00	183.46	-880.31	21.06	5.54	2774.38	3099.90	91.45	92.68	2730.85	3003.90	
156	21:32:14.462	-79.20	-757.20	184.23	-877.22	21.03	5.54	2773.62	3106.09	91.51	92.68	2731.87	3003.17	
157	21:32:14.563	-79.20	-757.20	184.23	-877.22	21.03	5.54	2773.62	3106.09	91.51	92.68	2731.87	3003.17	
158	21:32:14.664	-79.20	-757.20	184.23	-877.22	21.03	5.54	2773.62	3106.09	91.51	92.68	2731.87	3003.17	
159	21:32:14.768	-79.20	-757.20	184.23	-877.22	21.03	5.54	2773.62	3106.09	91.51	92.68	2731.87	3003.17	
160	21:32:14.872	-79.20	-757.20	184.23	-877.22	21.03	5.54	2773.62	3106.09	91.51	92.68	2731.87	3003.17	
161	21:32:14.987	-60.00	-768.00	181.08	-878.08	21.05	5.54	2767.59	3114.51	91.55	92.73	2732.61	3002.52	
162	21:32:15.085	-60.00	-768.00	181.08	-878.08	21.05	5.54	2767.59	3114.51	91.55	92.73	2732.61	3002.52	
163	21:32:15.208	-60.00	-768.00	181.08	-878.08	21.05	5.54	2767.59	3114.51	91.55	92.73	2732.61	3002.52	
164	21:32:15.317	-60.00	-768.00	181.08	-878.08	21.05	5.54	2767.59	3114.51	91.55	92.73	2732.61	3002.52	
165	21:32:15.427	-60.00	-768.00	181.08	-878.08	21.05	5.54	2767.59	3114.51	91.55	92.73	2732.61	3002.52	
166	21:32:15.561	-15.60	-796.80	183.96	-878.21	21.01	5.54	2773.38	3086.61	91.50	92.67	2732.27	3004.57	
167	21:32:15.661	-15.60	-796.80	183.96	-878.21	21.01	5.54	2773.38	3086.61	91.50	92.67	2732.27	3004.57	
168	21:32:15.753	-15.60	-796.80	183.96	-878.21	21.01	5.54	2773.38	3086.61	91.50	92.67	2732.27	3004.57	
169	21:32:15.848	-15.60	-796.80	183.96	-878.21	21.01	5.54	2773.38	3086.61	91.50	92.67	2732.27	3004.57	
170	21:32:15.944	-15.60	-796.80	183.96	-878.21	21.01	5.54	2773.38	3086.61	91.50	92.67	2732.27	3004.57	
171	21:32:16.055	-60.00	-768.00	184.52	-876.25	21.05	5.54	2766.91	3121.54	91.52	92.68	2728.89	3005.10	
172	21:32:16.163	-60.00	-768.00	184.52	-876.25	21.05	5.54	2766.91	3121.54	91.52	92.68	2728.89	3005.10	
173	21:32:16.264	-60.00	-768.00	184.52	-876.25	21.05	5.54	2766.91	3121.54	91.52	92.68	2728.89	3005.10	
174	21:32:16.396	-60.00	-768.00	184.52	-876.25	21.05	5.54	2766.91	3121.54	91.52	92.68	2728.89	3005.10	
175	21:32:16.513	-60.00	-768.00	184.52	-876.25	21.05	5.54	2766.91	3121.54	91.52	92.68	2728.89	3005.10	
176	21:32:16.676	-52.80	-748.80	183.77	-878.71	21.10	5.54	2759.23	3112.66	91.49	92.65	2727.16	3000.12	
177	21:32:16.763	-52.80	-748.80	183.77	-878.71	21.10	5.54	2759.23	3112.66	91.49	92.65	2727.16	3000.12	
178	21:32:16.847	-52.80	-748.80	183.77	-878.71	21.10	5.54	2759.23	3112.66	91.49	92.65	2727.16	3000.12	
179	21:32:16.942	-52.80	-748.80	183.77	-878.71	21.10	5.54	2759.23	3112.66	91.49	92.65	2727.16	3000.12	
180	21:32:17.040	-52.80	-748.80	183.77	-878.71	21.10	5.54	2759.23	3112.66	91.49	92.65	2727.16	3000.12	
181	21:32:17.131	-51.60	-774.00	183.91	-1231.64	20.43	5.54	2749.12	2940.86	91.46	92.26	2735.02	2797.21	
182	21:32:17.234	-51.60	-774.00	183.91	-1231.64	20.43	5.54	2749.12	2940.86	91.46	92.26	2735.02	2797.21	
183	21:32:17.338	-51.60	-774.00	183.91	-1231.64	20.43	5.54	2749.12	2940.86	91.46	92.26	2735.02	2797.21	
184	21:32:17.441	-51.60	-774.00	183.91	-1231.64	20.43	5.54	2749.12	2940.86	91.46	92.26	2735.02	2797.21	
185	21:32:17.539	-51.60	-774.00	183.91	-1231.64	20.43	5.54	2749.12	2940.86	91.46	92.26	2735.02	2797.21	
186	21:32:17.689	-33.60	-746.40	185.16	-1241.01	20.40	5.54	2754.89	2941.21	91.45	92.26	2735.72	2794.08	
187	21:32:17.791	-33.60	-746.40	185.16	-1241.01	20.40	5.54	2754.89	2941.21	91.45	92.26	2735.72	2794.08	
188	21:32:17.897	-33.60	-746.40	185.16	-1241.01	20.40	5.54	2754.89	2941.21	91.45	92.26	2735.72	2794.08	
189	21:32:18.006	-33.60	-746.40	185.16	-1241.01	20.40	5.54	2754.89	2941.21	91.45	92.26	2735.72	2794.08	
190	21:32:18.114	-33.60	-746.40	185.16	-1241.01	20.40	5.54	2754.89	2941.21	91.45	92.26	2735.72	2794.08	
191	21:32:18.216	-25.20	-782.40	182.91	-873.70	21.07	5.54	2735.95	3085.49	91.47	92.66	2732.36	3005.22	
192	21:32:18.294	-25.20	-782.40	182.91	-873.70	21.07	5.54	2735.95	3085.49	91.47	92.66	2732.36	3005.22	
193	21:32:18.378	-25.20	-782.40	182.91	-873.70	21.07	5.54	2735.95	3085.49	91.47	92.66	2732.36	3005.22	
194	21:32:18.483	-25.20	-782.40	182.91	-873.70	21.07	5.54	2735.95	3085.49	91.47	92.66	2732.36	3005.22	
195	21:32:18.598	-25.20	-782.40	182.91	-873.70	21.07	5.54	2735.95	3085.49	91.47	92.66	2732.36	3005.22	
196	21:32:18.702	-25.20	-782.40	182.91	-873.70	21.07	5.54	2735.95	3085.49	91.47	92.66	2732.36	3005.22	
197	21:32:18.794	-52.80	-770.40	181.88	-873.69	21.13	5.54	2776.39	3125.27	91.38	92.61	2742.04	3006.95	
198	21:32:18.939	-52.80	-770.40	181.88	-873.69	21.13	5.54	2776.39	3125.27	91.38	92.61	2742.04	3006.95	
199	21:32:19.045	-52.80	-770.40	181.88	-873.69	21.13	5.54	2776.39	3125.27	91.38	92.61	2742.04	3006.95	
200	21:32:19.131	-52.80	-770.40	181.88	-873.69	21.13	5.54	2776.39	3125.27	91.38	92.61	2742.04	3006.95	
201	21:32:19.212	-52.80	-770.40	181.88	-873.69	21.13	5.54	2776.39	3125.27	91.38	92.61	2742.04	3006.95	
202	21:32:19.310	-37.20	-786.00	180.80	-876.25	21.09	5.54	2760.20	3092.49	91.41	92.60	2742.61	3003.16	
