Thorlabs Beam
Version: 9.1.5787.560
Date yyyy/MM/dd	2025/12/25
Time H:mm:ss	21:34:32

Device: 	BP209-IR/M
S/N: 	M00567450

Wavelength	[nm]	900

Measurement	Time [hh:mm:ss:zzz]	Peak Position X[É m]	Peak Position Y[É m]	Centroid Position X[É m]	Centroid Position Y[É m]	AD Saturation[%]	Total Power[dBm]	Beam Width Clip X[É m]	Beam Width Clip Y[É m]	Gaussian Intensity X[%]	Gaussian Intensity Y[%]	Gaussian Diameter X[É m]	Gaussian Diameter Y[É m]	
80	21:34:40.662	318.00	-1183.20	527.84	-1292.55	21.56	5.54	2693.06	3053.72	91.64	93.03	2673.05	2927.87	
81	21:34:40.777	318.00	-1183.20	527.84	-1292.55	21.56	5.54	2693.06	3053.72	91.64	93.03	2673.05	2927.87	
82	21:34:40.864	318.00	-1183.20	527.84	-1292.55	21.56	5.54	2693.06	3053.72	91.64	93.03	2673.05	2927.87	
83	21:34:40.962	283.20	-1197.60	526.82	-1292.76	21.56	5.54	2681.17	3045.44	91.65	93.02	2678.82	2926.04	
84	21:34:41.066	283.20	-1197.60	526.82	-1292.76	21.56	5.54	2681.17	3045.44	91.65	93.02	2678.82	2926.04	
85	21:34:41.190	283.20	-1197.60	526.82	-1292.76	21.56	5.54	2681.17	3045.44	91.65	93.02	2678.82	2926.04	
86	21:34:41.266	283.20	-1197.60	526.82	-1292.76	21.56	5.54	2681.17	3045.44	91.65	93.02	2678.82	2926.04	
87	21:34:41.374	283.20	-1197.60	526.82	-1292.76	21.56	5.54	2681.17	3045.44	91.65	93.02	2678.82	2926.04	
88	21:34:41.471	297.60	-1198.80	525.05	-1294.86	21.57	5.54	2682.37	3052.23	91.62	93.02	2682.38	2925.69	
89	21:34:41.586	297.60	-1198.80	525.05	-1294.86	21.57	5.54	2682.37	3052.23	91.62	93.02	2682.38	2925.69	
90	21:34:41.671	297.60	-1198.80	525.05	-1294.86	21.57	5.54	2682.37	3052.23	91.62	93.02	2682.38	2925.69	
91	21:34:41.777	297.60	-1198.80	525.05	-1294.86	21.57	5.54	2682.37	3052.23	91.62	93.02	2682.38	2925.69	
92	21:34:41.891	297.60	-1198.80	525.05	-1294.86	21.57	5.54	2682.37	3052.23	91.62	93.02	2682.38	2925.69	
93	21:34:41.981	272.40	-1196.40	524.07	-1298.92	21.57	5.54	2716.79	3056.29	91.63	92.99	2678.23	2921.21	
94	21:34:42.077	272.40	-1196.40	524.07	-1298.92	21.57	5.54	2716.79	3056.29	91.63	92.99	2678.23	2921.21	
95	21:34:42.198	272.40	-1196.40	524.07	-1298.92	21.57	5.54	2716.79	3056.29	91.63	92.99	2678.23	2921.21	
96	21:34:42.283	272.40	-1196.40	524.07	-1298.92	21.57	5.54	2716.79	3056.29	91.63	92.99	2678.23	2921.21	
97	21:34:42.397	272.40	-1196.40	524.07	-1298.92	21.57	5.54	2716.79	3056.29	91.63	92.99	2678.23	2921.21	
98	21:34:42.491	310.80	-1186.80	526.36	-1294.58	21.57	5.54	2688.75	3055.24	91.63	92.99	2673.60	2924.72	
99	21:34:42.588	310.80	-1186.80	526.36	-1294.58	21.57	5.54	2688.75	3055.24	91.63	92.99	2673.60	2924.72	
100	21:34:42.695	310.80	-1186.80	526.36	-1294.58	21.57	5.54	2688.75	3055.24	91.63	92.99	2673.60	2924.72	
101	21:34:42.789	310.80	-1186.80	526.36	-1294.58	21.57	5.54	2688.75	3055.24	91.63	92.99	2673.60	2924.72	
102	21:34:42.892	310.80	-1186.80	526.36	-1294.58	21.57	5.54	2688.75	3055.24	91.63	92.99	2673.60	2924.72	
103	21:34:42.990	310.80	-1186.80	526.36	-1294.58	21.57	5.54	2688.75	3055.24	91.63	92.99	2673.60	2924.72	
104	21:34:43.083	319.20	-1201.20	524.77	-1310.70	21.50	5.54	2714.80	3055.20	91.59	92.98	2678.80	2923.04	
105	21:34:43.193	319.20	-1201.20	524.77	-1310.70	21.50	5.54	2714.80	3055.20	91.59	92.98	2678.80	2923.04	
106	21:34:43.301	319.20	-1201.20	524.77	-1310.70	21.50	5.54	2714.80	3055.20	91.59	92.98	2678.80	2923.04	
107	21:34:43.395	319.20	-1201.20	524.77	-1310.70	21.50	5.54	2714.80	3055.20	91.59	92.98	2678.80	2923.04	
108	21:34:43.492	319.20	-1201.20	524.77	-1310.70	21.50	5.54	2714.80	3055.20	91.59	92.98	2678.80	2923.04	
109	21:34:43.593	294.00	-1234.80	524.58	-1311.83	21.55	5.54	2704.78	3047.15	91.62	93.01	2677.27	2923.79	
110	21:34:43.704	294.00	-1234.80	524.58	-1311.83	21.55	5.54	2704.78	3047.15	91.62	93.01	2677.27	2923.79	
111	21:34:43.796	294.00	-1234.80	524.58	-1311.83	21.55	5.54	2704.78	3047.15	91.62	93.01	2677.27	2923.79	
112	21:34:43.899	294.00	-1234.80	524.58	-1311.83	21.55	5.54	2704.78	3047.15	91.62	93.01	2677.27	2923.79	
113	21:34:44.028	294.00	-1234.80	524.58	-1311.83	21.55	5.54	2704.78	3047.15	91.62	93.01	2677.27	2923.79	
114	21:34:44.116	286.80	-1155.60	526.28	-1293.56	21.52	5.54	2695.62	3055.14	91.61	92.99	2675.89	2922.93	
115	21:34:44.200	286.80	-1155.60	526.28	-1293.56	21.52	5.54	2695.62	3055.14	91.61	92.99	2675.89	2922.93	
116	21:34:44.338	286.80	-1155.60	526.28	-1293.56	21.52	5.54	2695.62	3055.14	91.61	92.99	2675.89	2922.93	
117	21:34:44.421	286.80	-1155.60	526.28	-1293.56	21.52	5.54	2695.62	3055.14	91.61	92.99	2675.89	2922.93	
118	21:34:44.503	286.80	-1155.60	526.28	-1293.56	21.52	5.54	2695.62	3055.14	91.61	92.99	2675.89	2922.93	
119	21:34:44.620	286.80	-1155.60	526.28	-1293.56	21.52	5.54	2695.62	3055.14	91.61	92.99	2675.89	2922.93	
120	21:34:44.705	302.40	-1207.20	524.30	-1289.55	21.52	5.54	2707.69	3050.50	91.64	93.01	2678.25	2921.58	
121	21:34:44.827	302.40	-1207.20	524.30	-1289.55	21.52	5.54	2707.69	3050.50	91.64	93.01	2678.25	2921.58	
122	21:34:44.910	302.40	-1207.20	524.30	-1289.55	21.52	5.54	2707.69	3050.50	91.64	93.01	2678.25	2921.58	
123	21:34:45.007	302.40	-1207.20	524.30	-1289.55	21.52	5.54	2707.69	3050.50	91.64	93.01	2678.25	2921.58	
124	21:34:45.129	302.40	-1207.20	524.30	-1289.55	21.52	5.54	2707.69	3050.50	91.64	93.01	2678.25	2921.58	
125	21:34:45.218	302.40	-1150.80	526.64	-1257.30	21.60	5.54	2690.35	3042.49	91.61	93.00	2677.17	2928.94	
126	21:34:45.321	302.40	-1150.80	526.64	-1257.30	21.60	5.54	2690.35	3042.49	91.61	93.00	2677.17	2928.94	
127	21:34:45.418	302.40	-1150.80	526.64	-1257.30	21.60	5.54	2690.35	3042.49	91.61	93.00	2677.17	2928.94	
128	21:34:45.519	302.40	-1150.80	526.64	-1257.30	21.60	5.54	2690.35	3042.49	91.61	93.00	2677.17	2928.94	
129	21:34:45.632	302.40	-1150.80	526.64	-1257.30	21.60	5.54	2690.35	3042.49	91.61	93.00	2677.17	2928.94	
130	21:34:45.726	297.60	-1164.00	524.64	-1264.01	21.56	5.54	2702.78	3042.44	91.60	92.95	2680.59	2927.55	
131	21:34:45.822	297.60	-1164.00	524.64	-1264.01	21.56	5.54	2702.78	3042.44	91.60	92.95	2680.59	2927.55	
132	21:34:45.939	297.60	-1164.00	524.64	-1264.01	21.56	5.54	2702.78	3042.44	91.60	92.95	2680.59	2927.55	
133	21:34:46.015	297.60	-1164.00	524.64	-1264.01	21.56	5.54	2702.78	3042.44	91.60	92.95	2680.59	2927.55	
134	21:34:46.141	297.60	-1164.00	524.64	-1264.01	21.56	5.54	2702.78	3042.44	91.60	92.95	2680.59	2927.55	
135	21:34:46.231	308.40	-1183.20	527.00	-1261.52	21.54	5.54	2711.76	3031.79	91.65	92.99	2675.94	2930.65	
136	21:34:46.325	308.40	-1183.20	527.00	-1261.52	21.54	5.54	2711.76	3031.79	91.65	92.99	2675.94	2930.65	
137	21:34:46.456	308.40	-1183.20	527.00	-1261.52	21.54	5.54	2711.76	3031.79	91.65	92.99	2675.94	2930.65	
138	21:34:46.558	308.40	-1183.20	527.00	-1261.52	21.54	5.54	2711.76	3031.79	91.65	92.99	2675.94	2930.65	
139	21:34:46.642	308.40	-1183.20	527.00	-1261.52	21.54	5.54	2711.76	3031.79	91.65	92.99	2675.94	2930.65	
140	21:34:46.734	314.40	-1177.20	531.00	-1261.10	21.50	5.54	2696.20	3041.91	91.63	92.95	2675.60	2931.56	
141	21:34:46.830	314.40	-1177.20	531.00	-1261.10	21.50	5.54	2696.20	3041.91	91.63	92.95	2675.60	2931.56	
142	21:34:46.937	314.40	-1177.20	531.00	-1261.10	21.50	5.54	2696.20	3041.91	91.63	92.95	2675.60	2931.56	
143	21:34:47.035	314.40	-1177.20	531.00	-1261.10	21.50	5.54	2696.20	3041.91	91.63	92.95	2675.60	2931.56	
144	21:34:47.150	314.40	-1177.20	531.00	-1261.10	21.50	5.54	2696.20	3041.91	91.63	92.95	2675.60	2931.56	
145	21:34:47.244	285.60	-1154.40	528.61	-1263.03	21.49	5.54	2707.68	3051.76	91.63	93.00	2679.22	2928.70	
146	21:34:47.335	285.60	-1154.40	528.61	-1263.03	21.49	5.54	2707.68	3051.76	91.63	93.00	2679.22	2928.70	
147	21:34:47.437	285.60	-1154.40	528.61	-1263.03	21.49	5.54	2707.68	3051.76	91.63	93.00	2679.22	2928.70	
148	21:34:47.543	285.60	-1154.40	528.61	-1263.03	21.49	5.54	2707.68	3051.76	91.63	93.00	2679.22	2928.70	
149	21:34:47.635	285.60	-1154.40	528.61	-1263.03	21.49	5.54	2707.68	3051.76	91.63	93.00	2679.22	2928.70	
150	21:34:47.758	285.60	-1154.40	528.61	-1263.03	21.49	5.54	2707.68	3051.76	91.63	93.00	2679.22	2928.70	
151	21:34:47.843	319.20	-1149.60	525.03	-1264.00	21.50	5.54	2686.97	3061.69	91.56	92.93	2687.14	2929.47	
152	21:34:47.962	319.20	-1149.60	525.03	-1264.00	21.50	5.54	2686.97	3061.69	91.56	92.93	2687.14	2929.47	
153	21:34:48.050	319.20	-1149.60	525.03	-1264.00	21.50	5.54	2686.97	3061.69	91.56	92.93	2687.14	2929.47	
154	21:34:48.145	319.20	-1149.60	525.03	-1264.00	21.50	5.54	2686.97	3061.69	91.56	92.93	2687.14	2929.47	
155	21:34:48.248	319.20	-1149.60	525.03	-1264.00	21.50	5.54	2686.97	3061.69	91.56	92.93	2687.14	2929.47	
156	21:34:48.365	319.20	-1149.60	525.03	-1264.00	21.50	5.54	2686.97	3061.69	91.56	92.93	2687.14	2929.47	
157	21:34:48.458	309.60	-1166.40	527.33	-1260.07	21.51	5.54	2700.04	3059.73	91.61	92.97	2682.55	2930.09	
158	21:34:48.546	309.60	-1166.40	527.33	-1260.07	21.51	5.54	2700.04	3059.73	91.61	92.97	2682.55	2930.09	
159	21:34:48.653	309.60	-1166.40	527.33	-1260.07	21.51	5.54	2700.04	3059.73	91.61	92.97	2682.55	2930.09	
160	21:34:48.754	309.60	-1166.40	527.33	-1260.07	21.51	5.54	2700.04	3059.73	91.61	92.97	2682.55	2930.09	
161	21:34:48.854	309.60	-1166.40	527.33	-1260.07	21.51	5.54	2700.04	3059.73	91.61	92.97	2682.55	2930.09	
162	21:34:48.960	309.60	-1166.40	527.33	-1260.07	21.51	5.54	2700.04	3059.73	91.61	92.97	2682.55	2930.09	
163	21:34:49.051	280.80	-1182.00	529.04	-1263.16	21.52	5.54	2692.16	3057.63	91.61	92.96	2678.47	2929.50	
164	21:34:49.152	280.80	-1182.00	529.04	-1263.16	21.52	5.54	2692.16	3057.63	91.61	92.96	2678.47	2929.50	
165	21:34:49.271	280.80	-1182.00	529.04	-1263.16	21.52	5.54	2692.16	3057.63	91.61	92.96	2678.47	2929.50	
166	21:34:49.354	280.80	-1182.00	529.04	-1263.16	21.52	5.54	2692.16	3057.63	91.61	92.96	2678.47	2929.50	
167	21:34:49.466	280.80	-1182.00	529.04	-1263.16	21.52	5.54	2692.16	3057.63	91.61	92.96	2678.47	2929.50	
168	21:34:49.555	322.80	-1164.00	531.28	-1261.02	21.52	5.54	2700.44	3059.81	91.64	93.00	2673.90	2931.49	
169	21:34:49.676	322.80	-1164.00	531.28	-1261.02	21.52	5.54	2700.44	3059.81	91.64	93.00	2673.90	2931.49	
170	21:34:49.763	322.80	-1164.00	531.28	-1261.02	21.52	5.54	2700.44	3059.81	91.64	93.00	2673.90	2931.49	
171	21:34:49.866	322.80	-1164.00	531.28	-1261.02	21.52	5.54	2700.44	3059.81	91.64	93.00	2673.90	2931.49	
172	21:34:49.967	322.80	-1164.00	531.28	-1261.02	21.52	5.54	2700.44	3059.81	91.64	93.00	2673.90	2931.49	
173	21:34:50.064	302.40	-1137.60	527.76	-1263.29	21.50	5.54	2716.31	3033.86	91.59	92.99	2679.41	2928.96	
174	21:34:50.174	302.40	-1137.60	527.76	-1263.29	21.50	5.54	2716.31	3033.86	91.59	92.99	2679.41	2928.96	
175	21:34:50.262	302.40	-1137.60	527.76	-1263.29	21.50	5.54	2716.31	3033.86	91.59	92.99	2679.41	2928.96	
176	21:34:50.396	302.40	-1137.60	527.76	-1263.29	21.50	5.54	2716.31	3033.86	91.59	92.99	2679.41	2928.96	
177	21:34:50.471	302.40	-1137.60	527.76	-1263.29	21.50	5.54	2716.31	3033.86	91.59	92.99	2679.41	2928.96	
178	21:34:50.571	298.80	-1190.40	526.44	-1268.46	21.49	5.54	2717.56	3036.36	91.61	92.97	2681.66	2923.67	
179	21:34:50.667	298.80	-1190.40	526.44	-1268.46	21.49	5.54	2717.56	3036.36	91.61	92.97	2681.66	2923.67	
180	21:34:50.779	298.80	-1190.40	526.44	-1268.46	21.49	5.54	2717.56	3036.36	91.61	92.97	2681.66	2923.67	
181	21:34:50.874	298.80	-1190.40	526.44	-1268.46	21.49	5.54	2717.56	3036.36	91.61	92.97	2681.66	2923.67	
182	21:34:50.979	298.80	-1190.40	526.44	-1268.46	21.49	5.54	2717.56	3036.36	91.61	92.97	2681.66	2923.67	
183	21:34:51.073	285.60	-1173.60	529.35	-1264.94	21.49	5.54	2712.48	3050.80	91.59	93.01	2680.29	2929.48	
184	21:34:51.182	285.60	-1173.60	529.35	-1264.94	21.49	5.54	2712.48	3050.80	91.59	93.01	2680.29	2929.48	
185	21:34:51.279	285.60	-1173.60	529.35	-1264.94	21.49	5.54	2712.48	3050.80	91.59	93.01	2680.29	2929.48	
186	21:34:51.381	285.60	-1173.60	529.35	-1264.94	21.49	5.54	2712.48	3050.80	91.59	93.01	2680.29	2929.48	
187	21:34:51.489	285.60	-1173.60	529.35	-1264.94	21.49	5.54	2712.48	3050.80	91.59	93.01	2680.29	2929.48	
188	21:34:51.576	315.60	-1147.20	527.57	-1264.66	21.49	5.54	2712.27	3043.87	91.57	92.94	2683.46	2931.01	
189	21:34:51.683	315.60	-1147.20	527.57	-1264.66	21.49	5.54	2712.27	3043.87	91.57	92.94	2683.46	2931.01	
190	21:34:51.780	315.60	-1147.20	527.57	-1264.66	21.49	5.54	2712.27	3043.87	91.57	92.94	2683.46	2931.01	
191	21:34:51.914	315.60	-1147.20	527.57	-1264.66	21.49	5.54	2712.27	3043.87	91.57	92.94	2683.46	2931.01	
192	21:34:52.006	315.60	-1147.20	527.57	-1264.66	21.49	5.54	2712.27	3043.87	91.57	92.94	2683.46	2931.01	
193	21:34:52.098	308.40	-1141.20	529.37	-1262.81	21.46	5.54	2704.12	3062.36	91.66	93.00	2675.68	2931.45	
194	21:34:52.183	308.40	-1141.20	529.37	-1262.81	21.46	5.54	2704.12	3062.36	91.66	93.00	2675.68	2931.45	
195	21:34:52.301	308.40	-1141.20	529.37	-1262.81	21.46	5.54	2704.12	3062.36	91.66	93.00	2675.68	2931.45	
196	21:34:52.387	308.40	-1141.20	529.37	-1262.81	21.46	5.54	2704.12	3062.36	91.66	93.00	2675.68	2931.45	
197	21:34:52.489	308.40	-1141.20	529.37	-1262.81	21.46	5.54	2704.12	3062.36	91.66	93.00	2675.68	2931.45	
198	21:34:52.600	308.40	-1141.20	529.37	-1262.81	21.46	5.54	2704.12	3062.36	91.66	93.00	2675.68	2931.45	
199	21:34:52.690	306.00	-1166.40	530.45	-1262.30	21.51	5.54	2677.13	3042.05	91.58	92.98	2681.43	2932.18	
200	21:34:52.802	306.00	-1166.40	530.45	-1262.30	21.51	5.54	2677.13	3042.05	91.58	92.98	2681.43	2932.18	
