Thorlabs Beam
Version: 9.1.5787.560
Date yyyy/MM/dd	2025/12/25
Time H:mm:ss	21:32:52

Device: 	BP209-IR/M
S/N: 	M00567450

Wavelength	[nm]	900

Measurement	Time [hh:mm:ss:zzz]	Peak Position X[É m]	Peak Position Y[É m]	Centroid Position X[É m]	Centroid Position Y[É m]	AD Saturation[%]	Total Power[dBm]	Beam Width Clip X[É m]	Beam Width Clip Y[É m]	Gaussian Intensity X[%]	Gaussian Intensity Y[%]	Gaussian Diameter X[É m]	Gaussian Diameter Y[É m]	
51	21:32:57.517	-129.60	-843.60	132.28	-961.44	21.25	5.54	2737.80	3108.33	91.73	92.97	2713.61	2989.20	
52	21:32:57.610	-129.60	-843.60	132.28	-961.44	21.25	5.54	2737.80	3108.33	91.73	92.97	2713.61	2989.20	
53	21:32:57.718	-129.60	-843.60	132.28	-961.44	21.25	5.54	2737.80	3108.33	91.73	92.97	2713.61	2989.20	
54	21:32:57.812	-129.60	-843.60	132.28	-961.44	21.25	5.54	2737.80	3108.33	91.73	92.97	2713.61	2989.20	
55	21:32:57.913	-129.60	-843.60	132.28	-961.44	21.25	5.54	2737.80	3108.33	91.73	92.97	2713.61	2989.20	
56	21:32:58.013	-80.40	-843.60	131.60	-954.89	21.26	5.54	2726.68	3097.75	91.74	92.98	2718.76	2995.20	
57	21:32:58.142	-80.40	-843.60	131.60	-954.89	21.26	5.54	2726.68	3097.75	91.74	92.98	2718.76	2995.20	
58	21:32:58.223	-80.40	-843.60	131.60	-954.89	21.26	5.54	2726.68	3097.75	91.74	92.98	2718.76	2995.20	
59	21:32:58.320	-80.40	-843.60	131.60	-954.89	21.26	5.54	2726.68	3097.75	91.74	92.98	2718.76	2995.20	
60	21:32:58.476	-80.40	-843.60	131.60	-954.89	21.26	5.54	2726.68	3097.75	91.74	92.98	2718.76	2995.20	
61	21:32:58.574	-112.80	-835.20	131.70	-962.63	21.25	5.54	2753.78	3100.32	91.71	92.99	2718.24	2990.29	
62	21:32:58.655	-112.80	-835.20	131.70	-962.63	21.25	5.54	2753.78	3100.32	91.71	92.99	2718.24	2990.29	
63	21:32:58.761	-112.80	-835.20	131.70	-962.63	21.25	5.54	2753.78	3100.32	91.71	92.99	2718.24	2990.29	
64	21:32:58.851	-112.80	-835.20	131.70	-962.63	21.25	5.54	2753.78	3100.32	91.71	92.99	2718.24	2990.29	
65	21:32:58.934	-112.80	-835.20	131.70	-962.63	21.25	5.54	2753.78	3100.32	91.71	92.99	2718.24	2990.29	
66	21:32:59.029	-112.80	-835.20	131.70	-962.63	21.25	5.54	2753.78	3100.32	91.71	92.99	2718.24	2990.29	
67	21:32:59.127	-75.60	-871.20	132.49	-957.72	21.25	5.54	2751.34	3111.14	91.72	92.99	2715.28	2989.75	
68	21:32:59.270	-75.60	-871.20	132.49	-957.72	21.25	5.54	2751.34	3111.14	91.72	92.99	2715.28	2989.75	
69	21:32:59.351	-75.60	-871.20	132.49	-957.72	21.25	5.54	2751.34	3111.14	91.72	92.99	2715.28	2989.75	
70	21:32:59.432	-75.60	-871.20	132.49	-957.72	21.25	5.54	2751.34	3111.14	91.72	92.99	2715.28	2989.75	
71	21:32:59.543	-75.60	-871.20	132.49	-957.72	21.25	5.54	2751.34	3111.14	91.72	92.99	2715.28	2989.75	
72	21:32:59.637	-109.20	-889.20	132.82	-963.52	21.25	5.54	2743.43	3094.48	91.69	93.00	2720.12	2987.96	
73	21:32:59.751	-109.20	-889.20	132.82	-963.52	21.25	5.54	2743.43	3094.48	91.69	93.00	2720.12	2987.96	
74	21:32:59.844	-109.20	-889.20	132.82	-963.52	21.25	5.54	2743.43	3094.48	91.69	93.00	2720.12	2987.96	
75	21:32:59.943	-109.20	-889.20	132.82	-963.52	21.25	5.54	2743.43	3094.48	91.69	93.00	2720.12	2987.96	
76	21:33:00.053	-109.20	-889.20	132.82	-963.52	21.25	5.54	2743.43	3094.48	91.69	93.00	2720.12	2987.96	
77	21:33:00.143	-98.40	-855.60	132.66	-957.32	21.26	5.54	2734.56	3095.56	91.72	93.02	2717.83	2987.51	
78	21:33:00.253	-98.40	-855.60	132.66	-957.32	21.26	5.54	2734.56	3095.56	91.72	93.02	2717.83	2987.51	
79	21:33:00.356	-98.40	-855.60	132.66	-957.32	21.26	5.54	2734.56	3095.56	91.72	93.02	2717.83	2987.51	
80	21:33:00.452	-98.40	-855.60	132.66	-957.32	21.26	5.54	2734.56	3095.56	91.72	93.02	2717.83	2987.51	
81	21:33:00.559	-98.40	-855.60	132.66	-957.32	21.26	5.54	2734.56	3095.56	91.72	93.02	2717.83	2987.51	
82	21:33:00.650	-93.60	-855.60	133.56	-964.76	21.25	5.54	2737.03	3109.96	91.70	93.00	2715.33	2988.15	
83	21:33:00.759	-93.60	-855.60	133.56	-964.76	21.25	5.54	2737.03	3109.96	91.70	93.00	2715.33	2988.15	
84	21:33:00.874	-93.60	-855.60	133.56	-964.76	21.25	5.54	2737.03	3109.96	91.70	93.00	2715.33	2988.15	
85	21:33:00.955	-93.60	-855.60	133.56	-964.76	21.25	5.54	2737.03	3109.96	91.70	93.00	2715.33	2988.15	
86	21:33:01.079	-93.60	-855.60	133.56	-964.76	21.25	5.54	2737.03	3109.96	91.70	93.00	2715.33	2988.15	
87	21:33:01.170	-96.00	-841.20	132.59	-967.00	21.22	5.54	2757.48	3104.99	91.72	92.98	2717.47	2982.69	
88	21:33:01.270	-96.00	-841.20	132.59	-967.00	21.22	5.54	2757.48	3104.99	91.72	92.98	2717.47	2982.69	
89	21:33:01.363	-96.00	-841.20	132.59	-967.00	21.22	5.54	2757.48	3104.99	91.72	92.98	2717.47	2982.69	
90	21:33:01.470	-96.00	-841.20	132.59	-967.00	21.22	5.54	2757.48	3104.99	91.72	92.98	2717.47	2982.69	
91	21:33:01.566	-96.00	-841.20	132.59	-967.00	21.22	5.54	2757.48	3104.99	91.72	92.98	2717.47	2982.69	
92	21:33:01.704	-96.00	-841.20	132.59	-967.00	21.22	5.54	2757.48	3104.99	91.72	92.98	2717.47	2982.69	
93	21:33:01.798	-100.80	-868.80	133.86	-962.46	21.23	5.54	2724.78	3085.98	91.71	93.01	2718.74	2991.11	
94	21:33:01.881	-100.80	-868.80	133.86	-962.46	21.23	5.54	2724.78	3085.98	91.71	93.01	2718.74	2991.11	
95	21:33:01.975	-100.80	-868.80	133.86	-962.46	21.23	5.54	2724.78	3085.98	91.71	93.01	2718.74	2991.11	
96	21:33:02.076	-100.80	-868.80	133.86	-962.46	21.23	5.54	2724.78	3085.98	91.71	93.01	2718.74	2991.11	
97	21:33:02.181	-100.80	-868.80	133.86	-962.46	21.23	5.54	2724.78	3085.98	91.71	93.01	2718.74	2991.11	
98	21:33:02.280	-100.80	-868.80	133.86	-962.46	21.23	5.54	2724.78	3085.98	91.71	93.01	2718.74	2991.11	
99	21:33:02.376	-87.60	-879.60	132.38	-958.06	21.21	5.54	2727.85	3104.56	91.71	92.97	2719.20	2993.78	
100	21:33:02.503	-87.60	-879.60	132.38	-958.06	21.21	5.54	2727.85	3104.56	91.71	92.97	2719.20	2993.78	
101	21:33:02.583	-87.60	-879.60	132.38	-958.06	21.21	5.54	2727.85	3104.56	91.71	92.97	2719.20	2993.78	
102	21:33:02.693	-87.60	-879.60	132.38	-958.06	21.21	5.54	2727.85	3104.56	91.71	92.97	2719.20	2993.78	
103	21:33:02.785	-87.60	-879.60	132.38	-958.06	21.21	5.54	2727.85	3104.56	91.71	92.97	2719.20	2993.78	
104	21:33:02.883	-114.00	-860.40	132.29	-961.97	21.18	5.54	2705.43	3105.39	91.72	93.00	2714.51	2994.41	
105	21:33:02.991	-114.00	-860.40	132.29	-961.97	21.18	5.54	2705.43	3105.39	91.72	93.00	2714.51	2994.41	
106	21:33:03.100	-114.00	-860.40	132.29	-961.97	21.18	5.54	2705.43	3105.39	91.72	93.00	2714.51	2994.41	
107	21:33:03.183	-114.00	-860.40	132.29	-961.97	21.18	5.54	2705.43	3105.39	91.72	93.00	2714.51	2994.41	
108	21:33:03.291	-114.00	-860.40	132.29	-961.97	21.18	5.54	2705.43	3105.39	91.72	93.00	2714.51	2994.41	
109	21:33:03.413	-104.40	-895.20	131.42	-961.76	21.17	5.54	2737.78	3084.72	91.66	92.96	2722.62	2994.44	
110	21:33:03.493	-104.40	-895.20	131.42	-961.76	21.17	5.54	2737.78	3084.72	91.66	92.96	2722.62	2994.44	
111	21:33:03.626	-104.40	-895.20	131.42	-961.76	21.17	5.54	2737.78	3084.72	91.66	92.96	2722.62	2994.44	
112	21:33:03.707	-104.40	-895.20	131.42	-961.76	21.17	5.54	2737.78	3084.72	91.66	92.96	2722.62	2994.44	
113	21:33:03.798	-104.40	-895.20	131.42	-961.76	21.17	5.54	2737.78	3084.72	91.66	92.96	2722.62	2994.44	
114	21:33:03.922	-75.60	-850.80	132.24	-958.45	21.18	5.54	2734.13	3119.14	91.71	92.97	2720.38	2996.34	
115	21:33:04.007	-75.60	-850.80	132.24	-958.45	21.18	5.54	2734.13	3119.14	91.71	92.97	2720.38	2996.34	
116	21:33:04.102	-75.60	-850.80	132.24	-958.45	21.18	5.54	2734.13	3119.14	91.71	92.97	2720.38	2996.34	
117	21:33:04.203	-75.60	-850.80	132.24	-958.45	21.18	5.54	2734.13	3119.14	91.71	92.97	2720.38	2996.34	
118	21:33:04.311	-75.60	-850.80	132.24	-958.45	21.18	5.54	2734.13	3119.14	91.71	92.97	2720.38	2996.34	
119	21:33:04.401	-82.80	-885.60	133.07	-959.32	21.19	5.54	2759.54	3090.02	91.69	92.98	2718.18	2993.24	
120	21:33:04.505	-82.80	-885.60	133.07	-959.32	21.19	5.54	2759.54	3090.02	91.69	92.98	2718.18	2993.24	
121	21:33:04.612	-82.80	-885.60	133.07	-959.32	21.19	5.54	2759.54	3090.02	91.69	92.98	2718.18	2993.24	
122	21:33:04.716	-82.80	-885.60	133.07	-959.32	21.19	5.54	2759.54	3090.02	91.69	92.98	2718.18	2993.24	
123	21:33:04.818	-82.80	-885.60	133.07	-959.32	21.19	5.54	2759.54	3090.02	91.69	92.98	2718.18	2993.24	
124	21:33:04.913	-92.40	-826.80	133.43	-956.52	21.19	5.54	2740.81	3108.14	91.68	92.97	2723.02	2998.40	
125	21:33:05.027	-92.40	-826.80	133.43	-956.52	21.19	5.54	2740.81	3108.14	91.68	92.97	2723.02	2998.40	
126	21:33:05.114	-92.40	-826.80	133.43	-956.52	21.19	5.54	2740.81	3108.14	91.68	92.97	2723.02	2998.40	
127	21:33:05.247	-92.40	-826.80	133.43	-956.52	21.19	5.54	2740.81	3108.14	91.68	92.97	2723.02	2998.40	
128	21:33:05.327	-92.40	-826.80	133.43	-956.52	21.19	5.54	2740.81	3108.14	91.68	92.97	2723.02	2998.40	
129	21:33:05.416	-85.20	-861.60	132.76	-962.45	21.21	5.54	2758.18	3087.56	91.68	92.96	2722.37	2995.29	
130	21:33:05.549	-85.20	-861.60	132.76	-962.45	21.21	5.54	2758.18	3087.56	91.68	92.96	2722.37	2995.29	
131	21:33:05.629	-85.20	-861.60	132.76	-962.45	21.21	5.54	2758.18	3087.56	91.68	92.96	2722.37	2995.29	
132	21:33:05.743	-85.20	-861.60	132.76	-962.45	21.21	5.54	2758.18	3087.56	91.68	92.96	2722.37	2995.29	
133	21:33:05.826	-85.20	-861.60	132.76	-962.45	21.21	5.54	2758.18	3087.56	91.68	92.96	2722.37	2995.29	
134	21:33:05.926	-117.60	-847.20	132.84	-960.29	21.16	5.54	2738.80	3089.83	91.67	92.94	2718.89	2993.84	
135	21:33:06.038	-117.60	-847.20	132.84	-960.29	21.16	5.54	2738.80	3089.83	91.67	92.94	2718.89	2993.84	
136	21:33:06.130	-117.60	-847.20	132.84	-960.29	21.16	5.54	2738.80	3089.83	91.67	92.94	2718.89	2993.84	
137	21:33:06.235	-117.60	-847.20	132.84	-960.29	21.16	5.54	2738.80	3089.83	91.67	92.94	2718.89	2993.84	
138	21:33:06.336	-117.60	-847.20	132.84	-960.29	21.16	5.54	2738.80	3089.83	91.67	92.94	2718.89	2993.84	
139	21:33:06.431	-90.00	-824.40	134.85	-961.47	21.13	5.54	2753.92	3109.57	91.67	92.99	2722.53	2995.29	
140	21:33:06.536	-90.00	-824.40	134.85	-961.47	21.13	5.54	2753.92	3109.57	91.67	92.99	2722.53	2995.29	
141	21:33:06.656	-90.00	-824.40	134.85	-961.47	21.13	5.54	2753.92	3109.57	91.67	92.99	2722.53	2995.29	
142	21:33:06.742	-90.00	-824.40	134.85	-961.47	21.13	5.54	2753.92	3109.57	91.67	92.99	2722.53	2995.29	
143	21:33:06.836	-90.00	-824.40	134.85	-961.47	21.13	5.54	2753.92	3109.57	91.67	92.99	2722.53	2995.29	
144	21:33:06.960	-94.80	-859.20	134.89	-959.52	21.15	5.54	2740.17	3116.95	91.67	92.98	2722.43	2997.04	
145	21:33:07.043	-94.80	-859.20	134.89	-959.52	21.15	5.54	2740.17	3116.95	91.67	92.98	2722.43	2997.04	
146	21:33:07.149	-94.80	-859.20	134.89	-959.52	21.15	5.54	2740.17	3116.95	91.67	92.98	2722.43	2997.04	
147	21:33:07.264	-94.80	-859.20	134.89	-959.52	21.15	5.54	2740.17	3116.95	91.67	92.98	2722.43	2997.04	
148	21:33:07.348	-94.80	-859.20	134.89	-959.52	21.15	5.54	2740.17	3116.95	91.67	92.98	2722.43	2997.04	
149	21:33:07.448	-124.80	-843.60	134.16	-963.34	21.13	5.54	2742.37	3116.45	91.73	93.01	2717.50	2993.03	
150	21:33:07.556	-124.80	-843.60	134.16	-963.34	21.13	5.54	2742.37	3116.45	91.73	93.01	2717.50	2993.03	
151	21:33:07.659	-124.80	-843.60	134.16	-963.34	21.13	5.54	2742.37	3116.45	91.73	93.01	2717.50	2993.03	
152	21:33:07.759	-124.80	-843.60	134.16	-963.34	21.13	5.54	2742.37	3116.45	91.73	93.01	2717.50	2993.03	
153	21:33:07.852	-124.80	-843.60	134.16	-963.34	21.13	5.54	2742.37	3116.45	91.73	93.01	2717.50	2993.03	
154	21:33:07.977	-108.00	-866.40	133.55	-955.53	21.13	5.54	2762.43	3107.68	91.68	93.00	2722.25	2996.68	
155	21:33:08.060	-108.00	-866.40	133.55	-955.53	21.13	5.54	2762.43	3107.68	91.68	93.00	2722.25	2996.68	
156	21:33:08.166	-108.00	-866.40	133.55	-955.53	21.13	5.54	2762.43	3107.68	91.68	93.00	2722.25	2996.68	
157	21:33:08.258	-108.00	-866.40	133.55	-955.53	21.13	5.54	2762.43	3107.68	91.68	93.00	2722.25	2996.68	
158	21:33:08.370	-108.00	-866.40	133.55	-955.53	21.13	5.54	2762.43	3107.68	91.68	93.00	2722.25	2996.68	
159	21:33:08.460	-109.20	-829.20	135.13	-963.62	21.14	5.54	2758.97	3105.19	91.72	92.97	2716.67	2990.06	
160	21:33:08.569	-109.20	-829.20	135.13	-963.62	21.14	5.54	2758.97	3105.19	91.72	92.97	2716.67	2990.06	
161	21:33:08.669	-109.20	-829.20	135.13	-963.62	21.14	5.54	2758.97	3105.19	91.72	92.97	2716.67	2990.06	
162	21:33:08.767	-109.20	-829.20	135.13	-963.62	21.14	5.54	2758.97	3105.19	91.72	92.97	2716.67	2990.06	
163	21:33:08.874	-109.20	-829.20	135.13	-963.62	21.14	5.54	2758.97	3105.19	91.72	92.97	2716.67	2990.06	
164	21:33:08.968	-69.60	-874.80	133.58	-962.67	21.15	5.54	2743.27	3089.44	91.73	93.01	2715.84	2989.96	
165	21:33:09.100	-69.60	-874.80	133.58	-962.67	21.15	5.54	2743.27	3089.44	91.73	93.01	2715.84	2989.96	
166	21:33:09.183	-69.60	-874.80	133.58	-962.67	21.15	5.54	2743.27	3089.44	91.73	93.01	2715.84	2989.96	
167	21:33:09.271	-69.60	-874.80	133.58	-962.67	21.15	5.54	2743.27	3089.44	91.73	93.01	2715.84	2989.96	
168	21:33:09.384	-69.60	-874.80	133.58	-962.67	21.15	5.54	2743.27	3089.44	91.73	93.01	2715.84	2989.96	
169	21:33:09.477	-76.80	-858.00	134.68	-961.35	21.18	5.54	2738.00	3103.37	91.70	93.00	2721.41	2992.93	
170	21:33:09.577	-76.80	-858.00	134.68	-961.35	21.18	5.54	2738.00	3103.37	91.70	93.00	2721.41	2992.93	
171	21:33:09.679	-76.80	-858.00	134.68	-961.35	21.18	5.54	2738.00	3103.37	91.70	93.00	2721.41	2992.93	
172	21:33:09.781	-76.80	-858.00	134.68	-961.35	21.18	5.54	2738.00	3103.37	91.70	93.00	2721.41	2992.93	
173	21:33:09.891	-76.80	-858.00	134.68	-961.35	21.18	5.54	2738.00	3103.37	91.70	93.00	2721.41	2992.93	
174	21:33:09.984	-86.40	-858.00	132.45	-962.26	21.14	5.54	2735.52	3101.48	91.70	93.00	2723.43	2991.91	
175	21:33:10.085	-86.40	-858.00	132.45	-962.26	21.14	5.54	2735.52	3101.48	91.70	93.00	2723.43	2991.91	
176	21:33:10.190	-86.40	-858.00	132.45	-962.26	21.14	5.54	2735.52	3101.48	91.70	93.00	2723.43	2991.91	
177	21:33:10.289	-86.40	-858.00	132.45	-962.26	21.14	5.54	2735.52	3101.48	91.70	93.00	2723.43	2991.91	
178	21:33:10.415	-86.40	-858.00	132.45	-962.26	21.14	5.54	2735.52	3101.48	91.70	93.00	2723.43	2991.91	
179	21:33:10.506	-106.80	-853.20	133.62	-957.61	21.17	5.54	2742.72	3101.95	91.68	92.99	2721.86	2993.73	
180	21:33:10.593	-106.80	-853.20	133.62	-957.61	21.17	5.54	2742.72	3101.95	91.68	92.99	2721.86	2993.73	
181	21:33:10.696	-106.80	-853.20	133.62	-957.61	21.17	5.54	2742.72	3101.95	91.68	92.99	2721.86	2993.73	
182	21:33:10.795	-106.80	-853.20	133.62	-957.61	21.17	5.54	2742.72	3101.95	91.68	92.99	2721.86	2993.73	
183	21:33:10.898	-106.80	-853.20	133.62	-957.61	21.17	5.54	2742.72	3101.95	91.68	92.99	2721.86	2993.73	
184	21:33:11.002	-106.80	-853.20	133.62	-957.61	21.17	5.54	2742.72	3101.95	91.68	92.99	2721.86	2993.73	
185	21:33:11.100	-67.20	-861.60	134.37	-961.41	21.21	5.54	2735.84	3113.56	91.71	92.99	2718.73	2992.40	
186	21:33:11.202	-67.20	-861.60	134.37	-961.41	21.21	5.54	2735.84	3113.56	91.71	92.99	2718.73	2992.40	
187	21:33:11.324	-67.20	-861.60	134.37	-961.41	21.21	5.54	2735.84	3113.56	91.71	92.99	2718.73	2992.40	
188	21:33:11.406	-67.20	-861.60	134.37	-961.41	21.21	5.54	2735.84	3113.56	91.71	92.99	2718.73	2992.40	
189	21:33:11.510	-67.20	-861.60	134.37	-961.41	21.21	5.54	2735.84	3113.56	91.71	92.99	2718.73	2992.40	
190	21:33:11.603	-117.60	-847.20	134.52	-958.31	21.21	5.54	2726.34	3112.22	91.65	92.94	2723.73	2995.73	
191	21:33:11.725	-117.60	-847.20	134.52	-958.31	21.21	5.54	2726.34	3112.22	91.65	92.94	2723.73	2995.73	
192	21:33:11.809	-117.60	-847.20	134.52	-958.31	21.21	5.54	2726.34	3112.22	91.65	92.94	2723.73	2995.73	
193	21:33:11.918	-117.60	-847.20	134.52	-958.31	21.21	5.54	2726.34	3112.22	91.65	92.94	2723.73	2995.73	
194	21:33:12.017	-117.60	-847.20	134.52	-958.31	21.21	5.54	2726.34	3112.22	91.65	92.94	2723.73	2995.73	
195	21:33:12.109	-91.20	-852.00	132.58	-963.99	21.18	5.54	2750.66	3095.51	91.69	92.97	2722.09	2989.61	
196	21:33:12.230	-91.20	-852.00	132.58	-963.99	21.18	5.54	2750.66	3095.51	91.69	92.97	2722.09	2989.61	
197	21:33:12.311	-91.20	-852.00	132.58	-963.99	21.18	5.54	2750.66	3095.51	91.69	92.97	2722.09	2989.61	
198	21:33:12.439	-91.20	-852.00	132.58	-963.99	21.18	5.54	2750.66	3095.51	91.69	92.97	2722.09	2989.61	
199	21:33:12.522	-91.20	-852.00	132.58	-963.99	21.18	5.54	2750.66	3095.51	91.69	92.97	2722.09	2989.61	
200	21:33:12.620	-86.40	-817.20	132.65	-963.76	21.20	5.54	2758.21	3095.44	91.70	92.99	2717.79	2986.37	
201	21:33:12.725	-86.40	-817.20	132.65	-963.76	21.20	5.54	2758.21	3095.44	91.70	92.99	2717.79	2986.37	
202	21:33:12.829	-86.40	-817.20	132.65	-963.76	21.20	5.54	2758.21	3095.44	91.70	92.99	2717.79	2986.37	
203	21:33:12.926	-86.40	-817.20	132.65	-963.76	21.20	5.54	2758.21	3095.44	91.70	92.99	2717.79	2986.37	
