Thorlabs Beam
Version: 9.1.5787.560
Date yyyy/MM/dd	2025/12/25
Time H:mm:ss	21:30:16

Device: 	BP209-IR/M
S/N: 	M00567450

Wavelength	[nm]	900

Measurement	Time [hh:mm:ss:zzz]	Peak Position X[É m]	Peak Position Y[É m]	Centroid Position X[É m]	Centroid Position Y[É m]	AD Saturation[%]	Total Power[dBm]	Beam Width Clip X[É m]	Beam Width Clip Y[É m]	Gaussian Intensity X[%]	Gaussian Intensity Y[%]	Gaussian Diameter X[É m]	Gaussian Diameter Y[É m]	
59	21:30:22.437	-463.20	-510.00	-233.52	-625.92	20.75	5.54	2808.03	3165.38	91.57	92.71	2765.43	3065.34	
60	21:30:22.540	-463.20	-510.00	-233.52	-625.92	20.75	5.54	2808.03	3165.38	91.57	92.71	2765.43	3065.34	
61	21:30:22.631	-463.20	-510.00	-233.52	-625.92	20.75	5.54	2808.03	3165.38	91.57	92.71	2765.43	3065.34	
62	21:30:22.740	-463.20	-510.00	-233.52	-625.92	20.75	5.54	2808.03	3165.38	91.57	92.71	2765.43	3065.34	
63	21:30:22.828	-480.00	-528.00	-234.80	-633.12	20.71	5.54	2781.92	3170.12	91.54	92.68	2765.06	3059.31	
64	21:30:22.940	-480.00	-528.00	-234.80	-633.12	20.71	5.54	2781.92	3170.12	91.54	92.68	2765.06	3059.31	
65	21:30:23.038	-480.00	-528.00	-234.80	-633.12	20.71	5.54	2781.92	3170.12	91.54	92.68	2765.06	3059.31	
66	21:30:23.137	-480.00	-528.00	-234.80	-633.12	20.71	5.54	2781.92	3170.12	91.54	92.68	2765.06	3059.31	
67	21:30:23.246	-480.00	-528.00	-234.80	-633.12	20.71	5.54	2781.92	3170.12	91.54	92.68	2765.06	3059.31	
68	21:30:23.340	-464.40	-542.40	-234.65	-629.23	20.70	5.54	2788.16	3183.68	91.57	92.68	2768.09	3061.53	
69	21:30:23.443	-464.40	-542.40	-234.65	-629.23	20.70	5.54	2788.16	3183.68	91.57	92.68	2768.09	3061.53	
70	21:30:23.557	-464.40	-542.40	-234.65	-629.23	20.70	5.54	2788.16	3183.68	91.57	92.68	2768.09	3061.53	
71	21:30:23.659	-464.40	-542.40	-234.65	-629.23	20.70	5.54	2788.16	3183.68	91.57	92.68	2768.09	3061.53	
72	21:30:23.743	-464.40	-542.40	-234.65	-629.23	20.70	5.54	2788.16	3183.68	91.57	92.68	2768.09	3061.53	
73	21:30:23.852	-464.40	-542.40	-234.65	-629.23	20.70	5.54	2788.16	3183.68	91.57	92.68	2768.09	3061.53	
74	21:30:23.942	-459.60	-519.60	-234.60	-630.43	20.72	5.54	2805.49	3183.59	91.56	92.74	2769.84	3061.90	
75	21:30:24.048	-459.60	-519.60	-234.60	-630.43	20.72	5.54	2805.49	3183.59	91.56	92.74	2769.84	3061.90	
76	21:30:24.148	-459.60	-519.60	-234.60	-630.43	20.72	5.54	2805.49	3183.59	91.56	92.74	2769.84	3061.90	
77	21:30:24.256	-459.60	-519.60	-234.60	-630.43	20.72	5.54	2805.49	3183.59	91.56	92.74	2769.84	3061.90	
78	21:30:24.353	-459.60	-519.60	-234.60	-630.43	20.72	5.54	2805.49	3183.59	91.56	92.74	2769.84	3061.90	
79	21:30:24.446	-459.60	-519.60	-234.60	-630.43	20.72	5.54	2805.49	3183.59	91.56	92.74	2769.84	3061.90	
80	21:30:24.549	-456.00	-513.60	-233.90	-631.80	20.71	5.54	2777.44	3180.68	91.59	92.71	2765.80	3056.60	
81	21:30:24.672	-456.00	-513.60	-233.90	-631.80	20.71	5.54	2777.44	3180.68	91.59	92.71	2765.80	3056.60	
82	21:30:24.759	-456.00	-513.60	-233.90	-631.80	20.71	5.54	2777.44	3180.68	91.59	92.71	2765.80	3056.60	
83	21:30:24.853	-456.00	-513.60	-233.90	-631.80	20.71	5.54	2777.44	3180.68	91.59	92.71	2765.80	3056.60	
84	21:30:24.956	-456.00	-513.60	-233.90	-631.80	20.71	5.54	2777.44	3180.68	91.59	92.71	2765.80	3056.60	
85	21:30:25.053	-457.20	-534.00	-233.91	-625.77	20.69	5.54	2807.85	3164.45	91.54	92.71	2772.05	3060.42	
86	21:30:25.167	-457.20	-534.00	-233.91	-625.77	20.69	5.54	2807.85	3164.45	91.54	92.71	2772.05	3060.42	
87	21:30:25.250	-457.20	-534.00	-233.91	-625.77	20.69	5.54	2807.85	3164.45	91.54	92.71	2772.05	3060.42	
88	21:30:25.371	-457.20	-534.00	-233.91	-625.77	20.69	5.54	2807.85	3164.45	91.54	92.71	2772.05	3060.42	
89	21:30:25.455	-457.20	-534.00	-233.91	-625.77	20.69	5.54	2807.85	3164.45	91.54	92.71	2772.05	3060.42	
90	21:30:25.560	-470.40	-517.20	-234.77	-626.98	20.70	5.54	2782.85	3182.10	91.59	92.68	2764.82	3062.25	
91	21:30:25.663	-470.40	-517.20	-234.77	-626.98	20.70	5.54	2782.85	3182.10	91.59	92.68	2764.82	3062.25	
92	21:30:25.768	-470.40	-517.20	-234.77	-626.98	20.70	5.54	2782.85	3182.10	91.59	92.68	2764.82	3062.25	
93	21:30:25.860	-470.40	-517.20	-234.77	-626.98	20.70	5.54	2782.85	3182.10	91.59	92.68	2764.82	3062.25	
94	21:30:25.969	-470.40	-517.20	-234.77	-626.98	20.70	5.54	2782.85	3182.10	91.59	92.68	2764.82	3062.25	
95	21:30:26.058	-439.20	-499.20	-231.11	-636.18	20.55	5.54	2801.72	3164.56	91.56	92.69	2777.73	3060.80	
96	21:30:26.167	-439.20	-499.20	-231.11	-636.18	20.55	5.54	2801.72	3164.56	91.56	92.69	2777.73	3060.80	
97	21:30:26.288	-439.20	-499.20	-231.11	-636.18	20.55	5.54	2801.72	3164.56	91.56	92.69	2777.73	3060.80	
98	21:30:26.376	-439.20	-499.20	-231.11	-636.18	20.55	5.54	2801.72	3164.56	91.56	92.69	2777.73	3060.80	
99	21:30:26.467	-439.20	-499.20	-231.11	-636.18	20.55	5.54	2801.72	3164.56	91.56	92.69	2777.73	3060.80	
100	21:30:26.576	-439.20	-499.20	-231.11	-636.18	20.55	5.54	2801.72	3164.56	91.56	92.69	2777.73	3060.80	
101	21:30:26.666	-464.40	-493.20	-232.38	-628.75	20.67	5.54	2803.67	3156.98	91.57	92.72	2771.70	3060.71	
102	21:30:26.776	-464.40	-493.20	-232.38	-628.75	20.67	5.54	2803.67	3156.98	91.57	92.72	2771.70	3060.71	
103	21:30:26.878	-464.40	-493.20	-232.38	-628.75	20.67	5.54	2803.67	3156.98	91.57	92.72	2771.70	3060.71	
104	21:30:26.969	-464.40	-493.20	-232.38	-628.75	20.67	5.54	2803.67	3156.98	91.57	92.72	2771.70	3060.71	
105	21:30:27.076	-464.40	-493.20	-232.38	-628.75	20.67	5.54	2803.67	3156.98	91.57	92.72	2771.70	3060.71	
106	21:30:27.168	-477.60	-534.00	-234.22	-632.99	20.71	5.54	2808.07	3182.22	91.58	92.73	2767.17	3053.68	
107	21:30:27.278	-477.60	-534.00	-234.22	-632.99	20.71	5.54	2808.07	3182.22	91.58	92.73	2767.17	3053.68	
108	21:30:27.378	-477.60	-534.00	-234.22	-632.99	20.71	5.54	2808.07	3182.22	91.58	92.73	2767.17	3053.68	
109	21:30:27.473	-477.60	-534.00	-234.22	-632.99	20.71	5.54	2808.07	3182.22	91.58	92.73	2767.17	3053.68	
110	21:30:27.577	-477.60	-534.00	-234.22	-632.99	20.71	5.54	2808.07	3182.22	91.58	92.73	2767.17	3053.68	
111	21:30:27.674	-470.40	-526.80	-232.94	-634.98	20.67	5.54	2800.76	3164.40	91.56	92.76	2775.11	3054.95	
112	21:30:27.777	-470.40	-526.80	-232.94	-634.98	20.67	5.54	2800.76	3164.40	91.56	92.76	2775.11	3054.95	
113	21:30:27.902	-470.40	-526.80	-232.94	-634.98	20.67	5.54	2800.76	3164.40	91.56	92.76	2775.11	3054.95	
114	21:30:27.985	-470.40	-526.80	-232.94	-634.98	20.67	5.54	2800.76	3164.40	91.56	92.76	2775.11	3054.95	
115	21:30:28.085	-470.40	-526.80	-232.94	-634.98	20.67	5.54	2800.76	3164.40	91.56	92.76	2775.11	3054.95	
116	21:30:28.178	-442.80	-535.20	-232.27	-628.78	20.71	5.54	2804.98	3174.11	91.59	92.70	2771.90	3061.83	
117	21:30:28.297	-442.80	-535.20	-232.27	-628.78	20.71	5.54	2804.98	3174.11	91.59	92.70	2771.90	3061.83	
118	21:30:28.380	-442.80	-535.20	-232.27	-628.78	20.71	5.54	2804.98	3174.11	91.59	92.70	2771.90	3061.83	
119	21:30:28.493	-442.80	-535.20	-232.27	-628.78	20.71	5.54	2804.98	3174.11	91.59	92.70	2771.90	3061.83	
120	21:30:28.587	-442.80	-535.20	-232.27	-628.78	20.71	5.54	2804.98	3174.11	91.59	92.70	2771.90	3061.83	
121	21:30:28.686	-456.00	-490.80	-235.58	-632.35	20.73	5.54	2784.42	3159.84	91.56	92.72	2765.71	3054.62	
122	21:30:28.791	-456.00	-490.80	-235.58	-632.35	20.73	5.54	2784.42	3159.84	91.56	92.72	2765.71	3054.62	
123	21:30:28.886	-456.00	-490.80	-235.58	-632.35	20.73	5.54	2784.42	3159.84	91.56	92.72	2765.71	3054.62	
124	21:30:29.035	-456.00	-490.80	-235.58	-632.35	20.73	5.54	2784.42	3159.84	91.56	92.72	2765.71	3054.62	
125	21:30:29.148	-456.00	-490.80	-235.58	-632.35	20.73	5.54	2784.42	3159.84	91.56	92.72	2765.71	3054.62	
126	21:30:29.240	-463.20	-519.60	-235.34	-630.56	20.70	5.54	2796.59	3175.03	91.54	92.70	2773.03	3053.48	
127	21:30:29.321	-463.20	-519.60	-235.34	-630.56	20.70	5.54	2796.59	3175.03	91.54	92.70	2773.03	3053.48	
128	21:30:29.403	-463.20	-519.60	-235.34	-630.56	20.70	5.54	2796.59	3175.03	91.54	92.70	2773.03	3053.48	
129	21:30:29.494	-463.20	-519.60	-235.34	-630.56	20.70	5.54	2796.59	3175.03	91.54	92.70	2773.03	3053.48	
130	21:30:29.599	-463.20	-519.60	-235.34	-630.56	20.70	5.54	2796.59	3175.03	91.54	92.70	2773.03	3053.48	
131	21:30:29.694	-463.20	-519.60	-235.34	-630.56	20.70	5.54	2796.59	3175.03	91.54	92.70	2773.03	3053.48	
132	21:30:29.794	-466.80	-520.80	-233.71	-631.74	20.73	5.54	2804.95	3143.35	91.55	92.74	2768.79	3054.37	
133	21:30:29.901	-466.80	-520.80	-233.71	-631.74	20.73	5.54	2804.95	3143.35	91.55	92.74	2768.79	3054.37	
134	21:30:29.999	-466.80	-520.80	-233.71	-631.74	20.73	5.54	2804.95	3143.35	91.55	92.74	2768.79	3054.37	
135	21:30:30.101	-466.80	-520.80	-233.71	-631.74	20.73	5.54	2804.95	3143.35	91.55	92.74	2768.79	3054.37	
136	21:30:30.202	-466.80	-520.80	-233.71	-631.74	20.73	5.54	2804.95	3143.35	91.55	92.74	2768.79	3054.37	
137	21:30:30.301	-434.40	-518.40	-233.45	-628.74	20.74	5.54	2800.17	3162.29	91.55	92.70	2770.55	3056.97	
138	21:30:30.406	-434.40	-518.40	-233.45	-628.74	20.74	5.54	2800.17	3162.29	91.55	92.70	2770.55	3056.97	
139	21:30:30.501	-434.40	-518.40	-233.45	-628.74	20.74	5.54	2800.17	3162.29	91.55	92.70	2770.55	3056.97	
140	21:30:30.616	-434.40	-518.40	-233.45	-628.74	20.74	5.54	2800.17	3162.29	91.55	92.70	2770.55	3056.97	
141	21:30:30.699	-434.40	-518.40	-233.45	-628.74	20.74	5.54	2800.17	3162.29	91.55	92.70	2770.55	3056.97	
142	21:30:30.822	-434.40	-518.40	-233.45	-628.74	20.74	5.54	2800.17	3162.29	91.55	92.70	2770.55	3056.97	
143	21:30:30.906	-463.20	-540.00	-232.90	-634.75	20.71	5.54	2767.86	3163.16	91.61	92.75	2762.14	3050.48	
144	21:30:31.041	-463.20	-540.00	-232.90	-634.75	20.71	5.54	2767.86	3163.16	91.61	92.75	2762.14	3050.48	
145	21:30:31.125	-463.20	-540.00	-232.90	-634.75	20.71	5.54	2767.86	3163.16	91.61	92.75	2762.14	3050.48	
146	21:30:31.207	-463.20	-540.00	-232.90	-634.75	20.71	5.54	2767.86	3163.16	91.61	92.75	2762.14	3050.48	
147	21:30:31.326	-463.20	-540.00	-232.90	-634.75	20.71	5.54	2767.86	3163.16	91.61	92.75	2762.14	3050.48	
148	21:30:31.419	-453.60	-517.20	-232.91	-629.01	20.74	5.54	2814.58	3174.30	91.54	92.71	2774.12	3053.70	
149	21:30:31.510	-453.60	-517.20	-232.91	-629.01	20.74	5.54	2814.58	3174.30	91.54	92.71	2774.12	3053.70	
150	21:30:31.625	-453.60	-517.20	-232.91	-629.01	20.74	5.54	2814.58	3174.30	91.54	92.71	2774.12	3053.70	
151	21:30:31.713	-453.60	-517.20	-232.91	-629.01	20.74	5.54	2814.58	3174.30	91.54	92.71	2774.12	3053.70	
152	21:30:31.816	-453.60	-517.20	-232.91	-629.01	20.74	5.54	2814.58	3174.30	91.54	92.71	2774.12	3053.70	
153	21:30:31.925	-453.60	-517.20	-232.91	-629.01	20.74	5.54	2814.58	3174.30	91.54	92.71	2774.12	3053.70	
154	21:30:32.012	-493.20	-526.80	-234.42	-633.16	20.73	5.54	2784.85	3167.51	91.56	92.72	2769.86	3050.44	
155	21:30:32.135	-493.20	-526.80	-234.42	-633.16	20.73	5.54	2784.85	3167.51	91.56	92.72	2769.86	3050.44	
156	21:30:32.217	-493.20	-526.80	-234.42	-633.16	20.73	5.54	2784.85	3167.51	91.56	92.72	2769.86	3050.44	
157	21:30:32.322	-493.20	-526.80	-234.42	-633.16	20.73	5.54	2784.85	3167.51	91.56	92.72	2769.86	3050.44	
158	21:30:32.427	-493.20	-526.80	-234.42	-633.16	20.73	5.54	2784.85	3167.51	91.56	92.72	2769.86	3050.44	
159	21:30:32.519	-463.20	-541.20	-233.46	-632.82	20.72	5.54	2793.28	3157.08	91.54	92.74	2770.33	3050.71	
160	21:30:32.621	-463.20	-541.20	-233.46	-632.82	20.72	5.54	2793.28	3157.08	91.54	92.74	2770.33	3050.71	
161	21:30:32.741	-463.20	-541.20	-233.46	-632.82	20.72	5.54	2793.28	3157.08	91.54	92.74	2770.33	3050.71	
162	21:30:32.826	-463.20	-541.20	-233.46	-632.82	20.72	5.54	2793.28	3157.08	91.54	92.74	2770.33	3050.71	
163	21:30:32.923	-463.20	-541.20	-233.46	-632.82	20.72	5.54	2793.28	3157.08	91.54	92.74	2770.33	3050.71	
164	21:30:33.051	-463.20	-541.20	-233.46	-632.82	20.72	5.54	2793.28	3157.08	91.54	92.74	2770.33	3050.71	
165	21:30:33.130	-460.80	-525.60	-234.19	-636.10	20.72	5.54	2799.28	3164.68	91.60	92.77	2764.30	3048.15	
166	21:30:33.227	-460.80	-525.60	-234.19	-636.10	20.72	5.54	2799.28	3164.68	91.60	92.77	2764.30	3048.15	
167	21:30:33.338	-460.80	-525.60	-234.19	-636.10	20.72	5.54	2799.28	3164.68	91.60	92.77	2764.30	3048.15	
168	21:30:33.433	-460.80	-525.60	-234.19	-636.10	20.72	5.54	2799.28	3164.68	91.60	92.77	2764.30	3048.15	
169	21:30:33.534	-460.80	-525.60	-234.19	-636.10	20.72	5.54	2799.28	3164.68	91.60	92.77	2764.30	3048.15	
170	21:30:33.634	-460.80	-525.60	-234.19	-636.10	20.72	5.54	2799.28	3164.68	91.60	92.77	2764.30	3048.15	
171	21:30:33.734	-446.40	-484.80	-235.24	-634.50	20.75	5.54	2806.34	3163.37	91.51	92.69	2769.28	3049.77	
172	21:30:33.834	-446.40	-484.80	-235.24	-634.50	20.75	5.54	2806.34	3163.37	91.51	92.69	2769.28	3049.77	
173	21:30:33.940	-446.40	-484.80	-235.24	-634.50	20.75	5.54	2806.34	3163.37	91.51	92.69	2769.28	3049.77	
174	21:30:34.040	-446.40	-484.80	-235.24	-634.50	20.75	5.54	2806.34	3163.37	91.51	92.69	2769.28	3049.77	
175	21:30:34.137	-446.40	-484.80	-235.24	-634.50	20.75	5.54	2806.34	3163.37	91.51	92.69	2769.28	3049.77	
176	21:30:34.260	-456.00	-484.80	-235.89	-630.80	20.77	5.54	2804.80	3149.98	91.59	92.74	2766.52	3052.16	
177	21:30:34.337	-456.00	-484.80	-235.89	-630.80	20.77	5.54	2804.80	3149.98	91.59	92.74	2766.52	3052.16	
178	21:30:34.471	-456.00	-484.80	-235.89	-630.80	20.77	5.54	2804.80	3149.98	91.59	92.74	2766.52	3052.16	
179	21:30:34.560	-456.00	-484.80	-235.89	-630.80	20.77	5.54	2804.80	3149.98	91.59	92.74	2766.52	3052.16	
180	21:30:34.641	-456.00	-484.80	-235.89	-630.80	20.77	5.54	2804.80	3149.98	91.59	92.74	2766.52	3052.16	
181	21:30:34.745	-476.40	-535.20	-235.58	-635.59	20.73	5.54	2791.35	3171.53	91.55	92.74	2769.24	3047.50	
182	21:30:34.845	-476.40	-535.20	-235.58	-635.59	20.73	5.54	2791.35	3171.53	91.55	92.74	2769.24	3047.50	
183	21:30:34.950	-476.40	-535.20	-235.58	-635.59	20.73	5.54	2791.35	3171.53	91.55	92.74	2769.24	3047.50	
184	21:30:35.080	-476.40	-535.20	-235.58	-635.59	20.73	5.54	2791.35	3171.53	91.55	92.74	2769.24	3047.50	
185	21:30:35.167	-476.40	-535.20	-235.58	-635.59	20.73	5.54	2791.35	3171.53	91.55	92.74	2769.24	3047.50	
186	21:30:35.258	-463.20	-547.20	-236.67	-628.15	20.72	5.54	2804.14	3175.91	91.56	92.70	2769.42	3055.42	
187	21:30:35.344	-463.20	-547.20	-236.67	-628.15	20.72	5.54	2804.14	3175.91	91.56	92.70	2769.42	3055.42	
188	21:30:35.469	-463.20	-547.20	-236.67	-628.15	20.72	5.54	2804.14	3175.91	91.56	92.70	2769.42	3055.42	
189	21:30:35.551	-463.20	-547.20	-236.67	-628.15	20.72	5.54	2804.14	3175.91	91.56	92.70	2769.42	3055.42	
190	21:30:35.654	-463.20	-547.20	-236.67	-628.15	20.72	5.54	2804.14	3175.91	91.56	92.70	2769.42	3055.42	
191	21:30:35.755	-463.20	-547.20	-236.67	-628.15	20.72	5.54	2804.14	3175.91	91.56	92.70	2769.42	3055.42	
192	21:30:35.856	-466.80	-511.20	-235.19	-635.80	20.72	5.54	2777.01	3163.27	91.55	92.76	2770.35	3047.77	
193	21:30:35.955	-466.80	-511.20	-235.19	-635.80	20.72	5.54	2777.01	3163.27	91.55	92.76	2770.35	3047.77	
194	21:30:36.083	-466.80	-511.20	-235.19	-635.80	20.72	5.54	2777.01	3163.27	91.55	92.76	2770.35	3047.77	
195	21:30:36.198	-466.80	-511.20	-235.19	-635.80	20.72	5.54	2777.01	3163.27	91.55	92.76	2770.35	3047.77	
196	21:30:36.306	-466.80	-511.20	-235.19	-635.80	20.72	5.54	2777.01	3163.27	91.55	92.76	2770.35	3047.77	
197	21:30:36.421	-451.20	-510.00	-235.91	-630.94	20.70	5.54	2796.78	3175.60	91.56	92.66	2770.10	3057.53	
198	21:30:36.527	-451.20	-510.00	-235.91	-630.94	20.70	5.54	2796.78	3175.60	91.56	92.66	2770.10	3057.53	
199	21:30:36.633	-451.20	-510.00	-235.91	-630.94	20.70	5.54	2796.78	3175.60	91.56	92.66	2770.10	3057.53	
200	21:30:36.735	-451.20	-510.00	-235.91	-630.94	20.70	5.54	2796.78	3175.60	91.56	92.66	2770.10	3057.53	
