domain_index,orientation,z_start_um,z_end_um,length_um
0.0,1.0,0.0,14.98028729084566,14.98028729084566
1.0,-1.0,14.98028729084566,15.50037043769857,0.5200831468529099
2.0,1.0,15.50037043769857,16.03539434713369,0.5350239094351199
3.0,-1.0,16.03539434713369,31.00074087539714,14.96534652826345
4.0,1.0,31.00074087539714,44.406236258516095,13.405495383118957
5.0,-1.0,44.406236258516095,46.501111313095706,2.09487505457961
6.0,1.0,46.501111313095706,48.10266139761251,1.601550084516802
7.0,-1.0,48.10266139761251,62.00148175079428,13.898820353181769
8.0,1.0,62.00148175079428,62.733672743315196,0.7321909925209198
9.0,-1.0,62.733672743315196,77.50185218849285,14.768179445177651
10.0,1.0,77.50185218849285,92.50222262619141,15.000370437698564
11.0,-1.0,92.50222262619141,93.00222262619141,0.5
12.0,1.0,93.00222262619141,94.98489346684795,1.9826708406565388
13.0,-1.0,94.98489346684795,108.50259306388998,13.517699597042025
14.0,1.0,108.50259306388999,109.00259306388999,0.5
15.0,-1.0,109.00259306388999,124.00296350158855,15.000370437698564
16.0,1.0,124.00296350158855,124.50296544723561,0.5000019456470568
17.0,-1.0,124.50296544723561,139.50333393928713,15.000368492051521
18.0,1.0,139.50333393928713,140.00333393928713,0.5
19.0,-1.0,140.00333393928713,155.0037043769857,15.000370437698564
20.0,1.0,155.0037043769857,169.97368125322194,14.969976876236245
21.0,-1.0,169.97368125322194,170.50407481468426,0.5303935614623185
22.0,1.0,170.50407481468426,185.37509702647267,14.871022211788414
23.0,-1.0,185.37509702647267,186.00444525238282,0.6293482259101495
24.0,1.0,186.00444525238282,200.74256506095847,14.738119808575647
25.0,-1.0,200.74256506095847,201.5048156900814,0.7622506291229172
26.0,1.0,201.5048156900814,216.2990256072794,14.794209917198003
27.0,-1.0,216.2990256072794,217.00518612777995,0.7061605205005606
28.0,1.0,217.00518612777998,218.52811202407977,1.522925896299796
29.0,-1.0,218.52811202407977,232.50555656547854,13.977444541398768
30.0,1.0,232.50555656547854,233.02753148101434,0.5219749155357931
